rank,drug,file,safety_drug,trial_used
301,Sitaxentan,result_trial_data_NCT04809974_CF_Sitaxentan.json,0.346803,trial_2
302,Duvelisib,result_trial_data_NCT04809974_CF_Duvelisib.json,0.346574,trial_2
303,Deflazacort,result_trial_data_NCT04809974_CF_Deflazacort.json,0.346361,trial_2
304,Irbesartan,result_trial_data_NCT04809974_CF_Irbesartan.json,0.346213,trial_2
305,Artemether,result_trial_data_NCT04809974_CF_Artemether.json,0.345529,trial_2
306,Insulin_human,result_trial_data_NCT04809974_CF_Insulin_human.json,0.345475,trial_2
307,Alcuronium,result_trial_data_NCT04809974_CF_Alcuronium.json,0.345421,trial_2
308,Levothyroxine,result_trial_data_NCT04809974_CF_Levothyroxine.json,0.345382,trial_2
309,Caspofungin,result_trial_data_NCT04809974_CF_Caspofungin.json,0.344926,trial_2
310,Dihydrostreptomycin,result_trial_data_NCT04809974_CF_Dihydrostreptomycin.json,0.344720,trial_2
311,Picotamide,result_trial_data_NCT04809974_CF_Picotamide.json,0.344558,trial_2
312,Protirelin,result_trial_data_NCT04809974_CF_Protirelin.json,0.344472,trial_2
313,Spectinomycin,result_trial_data_NCT04809974_CF_Spectinomycin.json,0.344297,trial_2
314,Ketamine,result_trial_data_NCT04809974_CF_Ketamine.json,0.344017,trial_2
315,Plerixafor,result_trial_data_NCT04809974_CF_Plerixafor.json,0.343910,trial_2
316,Chlorprothixene,result_trial_data_NCT04809974_CF_Chlorprothixene.json,0.343895,trial_2
317,Pentagastrin,result_trial_data_NCT04809974_CF_Pentagastrin.json,0.343748,trial_2
318,Cephaloglycin,result_trial_data_NCT04809974_CF_Cephaloglycin.json,0.343736,trial_2
319,Norethynodrel,result_trial_data_NCT04809974_CF_Norethynodrel.json,0.343412,trial_2
320,Etrasimod,result_trial_data_NCT04809974_CF_Etrasimod.json,0.343358,trial_2
321,Cefodizime,result_trial_data_NCT04809974_CF_Cefodizime.json,0.343262,trial_2
322,Mefloquine,result_trial_data_NCT04809974_CF_Mefloquine.json,0.343149,trial_2
323,Pyrvinium,result_trial_data_NCT04809974_CF_Pyrvinium.json,0.342801,trial_2
324,Metyrosine,result_trial_data_NCT04809974_CF_Metyrosine.json,0.342685,trial_2
325,Glibornuride,result_trial_data_NCT04809974_CF_Glibornuride.json,0.342352,trial_2
326,Pentetic_acid,result_trial_data_NCT04809974_CF_Pentetic_acid.json,0.342289,trial_2
327,Dihydrotachysterol,result_trial_data_NCT04809974_CF_Dihydrotachysterol.json,0.342263,trial_2
328,Vismodegib,result_trial_data_NCT04809974_CF_Vismodegib.json,0.342103,trial_2
329,Lercanidipine,result_trial_data_NCT04809974_CF_Lercanidipine.json,0.341892,trial_2
330,Leuprolide,result_trial_data_NCT04809974_CF_Leuprolide.json,0.341749,trial_2
331,Alclofenac,result_trial_data_NCT04809974_CF_Alclofenac.json,0.341610,trial_2
332,Dexchlorpheniramine,result_trial_data_NCT04809974_CF_Dexchlorpheniramine.json,0.341478,trial_2
333,Veralipride,result_trial_data_NCT04809974_CF_Veralipride.json,0.341365,trial_2
334,Lorlatinib,result_trial_data_NCT04809974_CF_Lorlatinib.json,0.341198,trial_2
335,Raltitrexed,result_trial_data_NCT04809974_CF_Raltitrexed.json,0.341061,trial_2
336,Nikethamide,result_trial_data_NCT04809974_CF_Nikethamide.json,0.340584,trial_2
337,Tubocurarine,result_trial_data_NCT04809974_CF_Tubocurarine.json,0.340193,trial_2
338,Benserazide,result_trial_data_NCT04809974_CF_Benserazide.json,0.339952,trial_2
339,Methylprednisolone,result_trial_data_NCT04809974_CF_Methylprednisolone.json,0.339897,trial_2
340,Cefamandole,result_trial_data_NCT04809974_CF_Cefamandole.json,0.339727,trial_2
341,Sulindac,result_trial_data_NCT04809974_CF_Sulindac.json,0.339644,trial_2
342,Amcinonide,result_trial_data_NCT04809974_CF_Amcinonide.json,0.339602,trial_2
343,Fingolimod,result_trial_data_NCT04809974_CF_Fingolimod.json,0.339521,trial_2
344,Silodosin,result_trial_data_NCT04809974_CF_Silodosin.json,0.339145,trial_2
345,Ramipril,result_trial_data_NCT04809974_CF_Ramipril.json,0.339031,trial_2
346,Vinblastine,result_trial_data_NCT04809974_CF_Vinblastine.json,0.339003,trial_2
347,Icosapent_ethyl,result_trial_data_NCT04809974_CF_Icosapent_ethyl.json,0.338632,trial_2
348,Aminocaproic_acid,result_trial_data_NCT04809974_CF_Aminocaproic_acid.json,0.338602,trial_2
349,Phthalylsulfathiazol,result_trial_data_NCT04809974_CF_Phthalylsulfathiazol.json,0.338527,trial_2
350,Cyclacillin,result_trial_data_NCT04809974_CF_Cyclacillin.json,0.338519,trial_2
351,Dexchlorpheniramine_,result_trial_data_NCT04809974_CF_Dexchlorpheniramine_.json,0.338329,trial_2
352,Bretylium,result_trial_data_NCT04809974_CF_Bretylium.json,0.338166,trial_2
353,Amineptine,result_trial_data_NCT04809974_CF_Amineptine.json,0.337980,trial_2
354,Suloctidil,result_trial_data_NCT04809974_CF_Suloctidil.json,0.337948,trial_2
355,Levobunolol,result_trial_data_NCT04809974_CF_Levobunolol.json,0.337919,trial_2
356,Testolactone,result_trial_data_NCT04809974_CF_Testolactone.json,0.337860,trial_2
357,Dopexamine,result_trial_data_NCT04809974_CF_Dopexamine.json,0.337474,trial_2
358,Fipexide,result_trial_data_NCT04809974_CF_Fipexide.json,0.337383,trial_2
359,Zotepine,result_trial_data_NCT04809974_CF_Zotepine.json,0.337312,trial_2
360,Mercaptopurine,result_trial_data_NCT04809974_CF_Mercaptopurine.json,0.336837,trial_2
361,Fluoxetine,result_trial_data_NCT04809974_CF_Fluoxetine.json,0.336646,trial_2
362,Butabarbital,result_trial_data_NCT04809974_CF_Butabarbital.json,0.336571,trial_2
363,Pamidronic_acid,result_trial_data_NCT04809974_CF_Pamidronic_acid.json,0.336391,trial_2
364,Desoxycorticosterone,result_trial_data_NCT04809974_CF_Desoxycorticosterone.json,0.336219,trial_2
365,Pazopanib,result_trial_data_NCT04809974_CF_Pazopanib.json,0.335854,trial_2
366,Zileuton,result_trial_data_NCT04809974_CF_Zileuton.json,0.335803,trial_2
367,Pregabalin,result_trial_data_NCT04809974_CF_Pregabalin.json,0.335780,trial_2
368,Cyclofenil,result_trial_data_NCT04809974_CF_Cyclofenil.json,0.335595,trial_2
369,Sodium_aurothiomalat,result_trial_data_NCT04809974_CF_Sodium_aurothiomalat.json,0.335252,trial_2
370,Mirtazapine,result_trial_data_NCT04809974_CF_Mirtazapine.json,0.335074,trial_2
371,Moexipril,result_trial_data_NCT04809974_CF_Moexipril.json,0.334945,trial_2
372,Lypressin,result_trial_data_NCT04809974_CF_Lypressin.json,0.334807,trial_2
373,Goserelin,result_trial_data_NCT04809974_CF_Goserelin.json,0.334783,trial_2
374,Tamsulosin,result_trial_data_NCT04809974_CF_Tamsulosin.json,0.334763,trial_2
375,Secobarbital,result_trial_data_NCT04809974_CF_Secobarbital.json,0.334656,trial_2
376,Flutrimazole,result_trial_data_NCT04809974_CF_Flutrimazole.json,0.334623,trial_2
377,Ethinamate,result_trial_data_NCT04809974_CF_Ethinamate.json,0.334578,trial_2
378,Cefpirome,result_trial_data_NCT04809974_CF_Cefpirome.json,0.334445,trial_2
379,Hexaminolevulinate,result_trial_data_NCT04809974_CF_Hexaminolevulinate.json,0.334415,trial_2
380,Alverine,result_trial_data_NCT04809974_CF_Alverine.json,0.334292,trial_2
381,Benzphetamine,result_trial_data_NCT04809974_CF_Benzphetamine.json,0.334184,trial_2
382,Brompheniramine,result_trial_data_NCT04809974_CF_Brompheniramine.json,0.334092,trial_2
383,Dexbrompheniramine,result_trial_data_NCT04809974_CF_Dexbrompheniramine.json,0.334092,trial_2
384,Duloxetine,result_trial_data_NCT04809974_CF_Duloxetine.json,0.333941,trial_2
385,Telotristat,result_trial_data_NCT04809974_CF_Telotristat.json,0.333860,trial_2
386,Dinoprost,result_trial_data_NCT04809974_CF_Dinoprost.json,0.333753,trial_2
387,Masoprocol,result_trial_data_NCT04809974_CF_Masoprocol.json,0.333731,trial_2
388,Isoxsuprine,result_trial_data_NCT04809974_CF_Isoxsuprine.json,0.333055,trial_2
389,Agomelatine,result_trial_data_NCT04809974_CF_Agomelatine.json,0.332314,trial_2
390,Acrivastine,result_trial_data_NCT04809974_CF_Acrivastine.json,0.332183,trial_2
391,Pranlukast,result_trial_data_NCT04809974_CF_Pranlukast.json,0.332155,trial_2
392,Vortioxetine,result_trial_data_NCT04809974_CF_Vortioxetine.json,0.331969,trial_2
393,Dimetindene,result_trial_data_NCT04809974_CF_Dimetindene.json,0.331869,trial_2
394,Piperazine,result_trial_data_NCT04809974_CF_Piperazine.json,0.331818,trial_2
395,Sulfaguanidine,result_trial_data_NCT04809974_CF_Sulfaguanidine.json,0.331804,trial_2
396,Apremilast,result_trial_data_NCT04809974_CF_Apremilast.json,0.331702,trial_2
397,Cefaclor,result_trial_data_NCT04809974_CF_Cefaclor.json,0.331504,trial_2
398,Clidinium,result_trial_data_NCT04809974_CF_Clidinium.json,0.331398,trial_2
399,Norepinephrine,result_trial_data_NCT04809974_CF_Norepinephrine.json,0.331379,trial_2
400,Cyclandelate,result_trial_data_NCT04809974_CF_Cyclandelate.json,0.331288,trial_2
401,Brigatinib,result_trial_data_NCT04809974_CF_Brigatinib.json,0.331150,trial_2
402,Betazole,result_trial_data_NCT04809974_CF_Betazole.json,0.330866,trial_2
403,Halcinonide,result_trial_data_NCT04809974_CF_Halcinonide.json,0.330858,trial_2
404,Perampanel,result_trial_data_NCT04809974_CF_Perampanel.json,0.330854,trial_2
405,Eflornithine,result_trial_data_NCT04809974_CF_Eflornithine.json,0.330802,trial_2
406,Ibandronate,result_trial_data_NCT04809974_CF_Ibandronate.json,0.330709,trial_2
407,Mebhydrolin,result_trial_data_NCT04809974_CF_Mebhydrolin.json,0.330523,trial_2
408,Zafirlukast,result_trial_data_NCT04809974_CF_Zafirlukast.json,0.330209,trial_2
409,Aminophenazone,result_trial_data_NCT04809974_CF_Aminophenazone.json,0.329940,trial_2
410,Ambrisentan,result_trial_data_NCT04809974_CF_Ambrisentan.json,0.329890,trial_2
411,Calcitriol,result_trial_data_NCT04809974_CF_Calcitriol.json,0.329841,trial_2
412,Dexfenfluramine,result_trial_data_NCT04809974_CF_Dexfenfluramine.json,0.329498,trial_2
413,Estradiol_acetate,result_trial_data_NCT04809974_CF_Estradiol_acetate.json,0.329476,trial_2
414,Fenticonazole,result_trial_data_NCT04809974_CF_Fenticonazole.json,0.329405,trial_2
415,Quinacrine,result_trial_data_NCT04809974_CF_Quinacrine.json,0.329187,trial_2
416,Fenoterol,result_trial_data_NCT04809974_CF_Fenoterol.json,0.329177,trial_2
417,Coenzyme_M,result_trial_data_NCT04809974_CF_Coenzyme_M.json,0.329078,trial_2
418,Estradiol_valerate,result_trial_data_NCT04809974_CF_Estradiol_valerate.json,0.329041,trial_2
419,Flurandrenolide,result_trial_data_NCT04809974_CF_Flurandrenolide.json,0.328824,trial_2
420,Tocainide,result_trial_data_NCT04809974_CF_Tocainide.json,0.328623,trial_2
421,Quinethazone,result_trial_data_NCT04809974_CF_Quinethazone.json,0.328586,trial_2
422,Coumarin,result_trial_data_NCT04809974_CF_Coumarin.json,0.328509,trial_2
423,Vincamine,result_trial_data_NCT04809974_CF_Vincamine.json,0.328421,trial_2
424,Prucalopride,result_trial_data_NCT04809974_CF_Prucalopride.json,0.328264,trial_2
425,Oxymetholone,result_trial_data_NCT04809974_CF_Oxymetholone.json,0.327986,trial_2
426,Cyproterone_acetate,result_trial_data_NCT04809974_CF_Cyproterone_acetate.json,0.327887,trial_2
427,Fenspiride,result_trial_data_NCT04809974_CF_Fenspiride.json,0.327812,trial_2
428,Hydroxyurea,result_trial_data_NCT04809974_CF_Hydroxyurea.json,0.327334,trial_2
429,Edaravone,result_trial_data_NCT04809974_CF_Edaravone.json,0.327315,trial_2
430,Propiomazine,result_trial_data_NCT04809974_CF_Propiomazine.json,0.327268,trial_2
431,Mesoridazine,result_trial_data_NCT04809974_CF_Mesoridazine.json,0.327027,trial_2
432,Fluoxymesterone,result_trial_data_NCT04809974_CF_Fluoxymesterone.json,0.327001,trial_2
433,Cefsulodin,result_trial_data_NCT04809974_CF_Cefsulodin.json,0.326904,trial_2
434,Tiopronin,result_trial_data_NCT04809974_CF_Tiopronin.json,0.326801,trial_2
435,Clioquinol,result_trial_data_NCT04809974_CF_Clioquinol.json,0.326606,trial_2
436,Chlorambucil,result_trial_data_NCT04809974_CF_Chlorambucil.json,0.326505,trial_2
437,Ceftizoxime,result_trial_data_NCT04809974_CF_Ceftizoxime.json,0.326334,trial_2
438,Mifepristone,result_trial_data_NCT04809974_CF_Mifepristone.json,0.326158,trial_2
439,Beclomethasone_dipro,result_trial_data_NCT04809974_CF_Beclomethasone_dipro.json,0.325512,trial_2
440,Aliskiren,result_trial_data_NCT04809974_CF_Aliskiren.json,0.325406,trial_2
441,Sulpiride,result_trial_data_NCT04809974_CF_Sulpiride.json,0.325273,trial_2
442,Cyclizine,result_trial_data_NCT04809974_CF_Cyclizine.json,0.325237,trial_2
443,Prenylamine,result_trial_data_NCT04809974_CF_Prenylamine.json,0.325131,trial_2
444,Mequitazine,result_trial_data_NCT04809974_CF_Mequitazine.json,0.325105,trial_2
445,Remoxipride,result_trial_data_NCT04809974_CF_Remoxipride.json,0.325102,trial_2
446,Bendroflumethiazide,result_trial_data_NCT04809974_CF_Bendroflumethiazide.json,0.324987,trial_2
447,Azlocillin,result_trial_data_NCT04809974_CF_Azlocillin.json,0.324721,trial_2
448,Losartan,result_trial_data_NCT04809974_CF_Losartan.json,0.324708,trial_2
449,Sofosbuvir,result_trial_data_NCT04809974_CF_Sofosbuvir.json,0.324674,trial_2
450,Pirfenidone,result_trial_data_NCT04809974_CF_Pirfenidone.json,0.324663,trial_2
451,Doxylamine,result_trial_data_NCT04809974_CF_Doxylamine.json,0.324345,trial_2
452,Phenindione,result_trial_data_NCT04809974_CF_Phenindione.json,0.324163,trial_2
453,Dyphylline,result_trial_data_NCT04809974_CF_Dyphylline.json,0.324157,trial_2
454,Venlafaxine,result_trial_data_NCT04809974_CF_Venlafaxine.json,0.324140,trial_2
455,Methotrimeprazine,result_trial_data_NCT04809974_CF_Methotrimeprazine.json,0.323945,trial_2
456,Fluocinonide,result_trial_data_NCT04809974_CF_Fluocinonide.json,0.323892,trial_2
457,Cilastatin,result_trial_data_NCT04809974_CF_Cilastatin.json,0.323664,trial_2
458,Nadolol,result_trial_data_NCT04809974_CF_Nadolol.json,0.323598,trial_2
459,Tridihexethyl,result_trial_data_NCT04809974_CF_Tridihexethyl.json,0.323394,trial_2
460,Methyprylon,result_trial_data_NCT04809974_CF_Methyprylon.json,0.323176,trial_2
461,Tetryzoline,result_trial_data_NCT04809974_CF_Tetryzoline.json,0.323106,trial_2
462,Oxaliplatin,result_trial_data_NCT04809974_CF_Oxaliplatin.json,0.323023,trial_2
463,Ifenprodil,result_trial_data_NCT04809974_CF_Ifenprodil.json,0.322672,trial_2
464,Bosentan,result_trial_data_NCT04809974_CF_Bosentan.json,0.322376,trial_2
465,Adenosine_phosphate,result_trial_data_NCT04809974_CF_Adenosine_phosphate.json,0.322374,trial_2
466,Ozanimod,result_trial_data_NCT04809974_CF_Ozanimod.json,0.322301,trial_2
467,Cephalexin,result_trial_data_NCT04809974_CF_Cephalexin.json,0.322209,trial_2
468,Cefpodoxime,result_trial_data_NCT04809974_CF_Cefpodoxime.json,0.321824,trial_2
469,Phenylephrine,result_trial_data_NCT04809974_CF_Phenylephrine.json,0.321822,trial_2
470,Phenylbutyric_acid,result_trial_data_NCT04809974_CF_Phenylbutyric_acid.json,0.321646,trial_2
471,Talampicillin,result_trial_data_NCT04809974_CF_Talampicillin.json,0.321639,trial_2
472,Thimerosal,result_trial_data_NCT04809974_CF_Thimerosal.json,0.321612,trial_2
473,Isoetharine,result_trial_data_NCT04809974_CF_Isoetharine.json,0.321564,trial_2
474,Penbutolol,result_trial_data_NCT04809974_CF_Penbutolol.json,0.321471,trial_2
475,Naloxone,result_trial_data_NCT04809974_CF_Naloxone.json,0.321167,trial_2
476,Bicalutamide,result_trial_data_NCT04809974_CF_Bicalutamide.json,0.320891,trial_2
477,Tyrosine,result_trial_data_NCT04809974_CF_Tyrosine.json,0.320739,trial_2
478,Pipenzolate,result_trial_data_NCT04809974_CF_Pipenzolate.json,0.320662,trial_2
479,Etidocaine,result_trial_data_NCT04809974_CF_Etidocaine.json,0.320412,trial_2
480,Eptifibatide,result_trial_data_NCT04809974_CF_Eptifibatide.json,0.320411,trial_2
481,Alimemazine,result_trial_data_NCT04809974_CF_Alimemazine.json,0.320313,trial_2
482,Iprindole,result_trial_data_NCT04809974_CF_Iprindole.json,0.320296,trial_2
483,Oxyphenonium,result_trial_data_NCT04809974_CF_Oxyphenonium.json,0.320111,trial_2
484,Methyltestosterone,result_trial_data_NCT04809974_CF_Methyltestosterone.json,0.320073,trial_2
485,Acetohexamide,result_trial_data_NCT04809974_CF_Acetohexamide.json,0.320018,trial_2
486,Pivampicillin,result_trial_data_NCT04809974_CF_Pivampicillin.json,0.319886,trial_2
487,Desipramine,result_trial_data_NCT04809974_CF_Desipramine.json,0.319760,trial_2
488,Gemcitabine,result_trial_data_NCT04809974_CF_Gemcitabine.json,0.319711,trial_2
489,Suvorexant,result_trial_data_NCT04809974_CF_Suvorexant.json,0.319448,trial_2
490,Thiotepa,result_trial_data_NCT04809974_CF_Thiotepa.json,0.319424,trial_2
491,Oxitriptan,result_trial_data_NCT04809974_CF_Oxitriptan.json,0.319397,trial_2
492,Melphalan,result_trial_data_NCT04809974_CF_Melphalan.json,0.318918,trial_2
493,Eletriptan,result_trial_data_NCT04809974_CF_Eletriptan.json,0.318614,trial_2
494,Tienilic_acid,result_trial_data_NCT04809974_CF_Tienilic_acid.json,0.318546,trial_2
495,Topotecan,result_trial_data_NCT04809974_CF_Topotecan.json,0.318521,trial_2
496,Droxidopa,result_trial_data_NCT04809974_CF_Droxidopa.json,0.318359,trial_2
497,Fructose,result_trial_data_NCT04809974_CF_Fructose.json,0.317778,trial_2
498,Bromperidol,result_trial_data_NCT04809974_CF_Bromperidol.json,0.317655,trial_2
499,Cisplatin,result_trial_data_NCT04809974_CF_Cisplatin.json,0.317489,trial_2
500,Choline_C_11,result_trial_data_NCT04809974_CF_Choline_C_11.json,0.317423,trial_2
501,Idebenone,result_trial_data_NCT04809974_CF_Idebenone.json,0.317318,trial_2
502,Triclabendazole,result_trial_data_NCT04809974_CF_Triclabendazole.json,0.317161,trial_2
503,Oxamniquine,result_trial_data_NCT04809974_CF_Oxamniquine.json,0.317043,trial_2
504,Racecadotril,result_trial_data_NCT04809974_CF_Racecadotril.json,0.316947,trial_2
505,Valbenazine,result_trial_data_NCT04809974_CF_Valbenazine.json,0.316857,trial_2
506,Posaconazole,result_trial_data_NCT04809974_CF_Posaconazole.json,0.316814,trial_2
507,Benazepril,result_trial_data_NCT04809974_CF_Benazepril.json,0.316719,trial_2
508,Sertraline,result_trial_data_NCT04809974_CF_Sertraline.json,0.316717,trial_2
509,Bergapten,result_trial_data_NCT04809974_CF_Bergapten.json,0.316597,trial_2
510,Tegafur,result_trial_data_NCT04809974_CF_Tegafur.json,0.316567,trial_2
511,Metoprolol,result_trial_data_NCT04809974_CF_Metoprolol.json,0.316536,trial_2
512,Estradiol_benzoate,result_trial_data_NCT04809974_CF_Estradiol_benzoate.json,0.316488,trial_2
513,Tertatolol,result_trial_data_NCT04809974_CF_Tertatolol.json,0.316372,trial_2
514,Idoxuridine,result_trial_data_NCT04809974_CF_Idoxuridine.json,0.316254,trial_2
515,Hydrocortisone,result_trial_data_NCT04809974_CF_Hydrocortisone.json,0.316243,trial_2
516,Osimertinib,result_trial_data_NCT04809974_CF_Osimertinib.json,0.316210,trial_2
517,Tranexamic_acid,result_trial_data_NCT04809974_CF_Tranexamic_acid.json,0.316170,trial_2
518,Rifamycin,result_trial_data_NCT04809974_CF_Rifamycin.json,0.316149,trial_2
519,Practolol,result_trial_data_NCT04809974_CF_Practolol.json,0.316000,trial_2
520,Ticagrelor,result_trial_data_NCT04809974_CF_Ticagrelor.json,0.315909,trial_2
521,Minaprine,result_trial_data_NCT04809974_CF_Minaprine.json,0.315904,trial_2
522,Dexamethasone,result_trial_data_NCT04809974_CF_Dexamethasone.json,0.315898,trial_2
523,Halofantrine,result_trial_data_NCT04809974_CF_Halofantrine.json,0.315769,trial_2
524,Vilazodone,result_trial_data_NCT04809974_CF_Vilazodone.json,0.315729,trial_2
525,Mezlocillin,result_trial_data_NCT04809974_CF_Mezlocillin.json,0.315493,trial_2
526,Oxprenolol,result_trial_data_NCT04809974_CF_Oxprenolol.json,0.315067,trial_2
527,Cefapirin,result_trial_data_NCT04809974_CF_Cefapirin.json,0.315053,trial_2
528,Ceftazidime,result_trial_data_NCT04809974_CF_Ceftazidime.json,0.315006,trial_2
529,Mepenzolate,result_trial_data_NCT04809974_CF_Mepenzolate.json,0.314973,trial_2
530,Thalidomide,result_trial_data_NCT04809974_CF_Thalidomide.json,0.314933,trial_2
531,Iopanoic_acid,result_trial_data_NCT04809974_CF_Iopanoic_acid.json,0.314821,trial_2
532,Latanoprost,result_trial_data_NCT04809974_CF_Latanoprost.json,0.314632,trial_2
533,Metrizamide,result_trial_data_NCT04809974_CF_Metrizamide.json,0.314617,trial_2
534,Floxuridine,result_trial_data_NCT04809974_CF_Floxuridine.json,0.314605,trial_2
535,Quetiapine,result_trial_data_NCT04809974_CF_Quetiapine.json,0.314521,trial_2
536,Doripenem,result_trial_data_NCT04809974_CF_Doripenem.json,0.314364,trial_2
537,Cefpiramide,result_trial_data_NCT04809974_CF_Cefpiramide.json,0.314257,trial_2
538,Oxytetracycline,result_trial_data_NCT04809974_CF_Oxytetracycline.json,0.314029,trial_2
539,Brimonidine,result_trial_data_NCT04809974_CF_Brimonidine.json,0.314014,trial_2
540,Tucatinib,result_trial_data_NCT04809974_CF_Tucatinib.json,0.314010,trial_2
541,Isometheptene,result_trial_data_NCT04809974_CF_Isometheptene.json,0.313996,trial_2
542,Almitrine,result_trial_data_NCT04809974_CF_Almitrine.json,0.313789,trial_2
543,Bisindolylmaleimide_,result_trial_data_NCT04809974_CF_Bisindolylmaleimide_.json,0.313641,trial_2
544,Pitolisant,result_trial_data_NCT04809974_CF_Pitolisant.json,0.313589,trial_2
545,Ethynodiol_diacetate,result_trial_data_NCT04809974_CF_Ethynodiol_diacetate.json,0.313457,trial_2
546,Carbenicillin,result_trial_data_NCT04809974_CF_Carbenicillin.json,0.313244,trial_2
547,Escitalopram,result_trial_data_NCT04809974_CF_Escitalopram.json,0.313242,trial_2
548,Bezafibrate,result_trial_data_NCT04809974_CF_Bezafibrate.json,0.313178,trial_2
549,Profenamine,result_trial_data_NCT04809974_CF_Profenamine.json,0.313156,trial_2
550,Zanubrutinib,result_trial_data_NCT04809974_CF_Zanubrutinib.json,0.313152,trial_2
551,Proxyphylline,result_trial_data_NCT04809974_CF_Proxyphylline.json,0.313112,trial_2
552,Cefadroxil,result_trial_data_NCT04809974_CF_Cefadroxil.json,0.313109,trial_2
553,Bisoprolol,result_trial_data_NCT04809974_CF_Bisoprolol.json,0.313072,trial_2
554,Bacampicillin,result_trial_data_NCT04809974_CF_Bacampicillin.json,0.312979,trial_2
555,Primaquine,result_trial_data_NCT04809974_CF_Primaquine.json,0.312634,trial_2
556,Ephedrine,result_trial_data_NCT04809974_CF_Ephedrine.json,0.312505,trial_2
557,Tasimelteon,result_trial_data_NCT04809974_CF_Tasimelteon.json,0.312477,trial_2
558,Trifluoperazine,result_trial_data_NCT04809974_CF_Trifluoperazine.json,0.312335,trial_2
559,Apomorphine,result_trial_data_NCT04809974_CF_Apomorphine.json,0.312265,trial_2
560,Teniposide,result_trial_data_NCT04809974_CF_Teniposide.json,0.312195,trial_2
561,Liothyronine,result_trial_data_NCT04809974_CF_Liothyronine.json,0.312091,trial_2
562,Bexarotene,result_trial_data_NCT04809974_CF_Bexarotene.json,0.311902,trial_2
563,Hydrocortisone_aceta,result_trial_data_NCT04809974_CF_Hydrocortisone_aceta.json,0.311862,trial_2
564,Enalaprilat,result_trial_data_NCT04809974_CF_Enalaprilat.json,0.311721,trial_2
565,Colistin,result_trial_data_NCT04809974_CF_Colistin.json,0.311543,trial_2
566,Imipramine,result_trial_data_NCT04809974_CF_Imipramine.json,0.311382,trial_2
567,Nintedanib,result_trial_data_NCT04809974_CF_Nintedanib.json,0.311172,trial_2
568,Loxoprofen,result_trial_data_NCT04809974_CF_Loxoprofen.json,0.311140,trial_2
569,Glycine_betaine,result_trial_data_NCT04809974_CF_Glycine_betaine.json,0.311016,trial_2
570,Benzquinamide,result_trial_data_NCT04809974_CF_Benzquinamide.json,0.310924,trial_2
571,Buflomedil,result_trial_data_NCT04809974_CF_Buflomedil.json,0.310901,trial_2
572,Dibenzepin,result_trial_data_NCT04809974_CF_Dibenzepin.json,0.310849,trial_2
573,Leucovorin,result_trial_data_NCT04809974_CF_Leucovorin.json,0.310823,trial_2
574,Clemastine,result_trial_data_NCT04809974_CF_Clemastine.json,0.310808,trial_2
575,Cytarabine,result_trial_data_NCT04809974_CF_Cytarabine.json,0.310803,trial_2
576,Fosinopril,result_trial_data_NCT04809974_CF_Fosinopril.json,0.310789,trial_2
577,Demeclocycline,result_trial_data_NCT04809974_CF_Demeclocycline.json,0.310649,trial_2
578,Pirenzepine,result_trial_data_NCT04809974_CF_Pirenzepine.json,0.310537,trial_2
579,Lidoflazine,result_trial_data_NCT04809974_CF_Lidoflazine.json,0.310499,trial_2
580,Etoposide,result_trial_data_NCT04809974_CF_Etoposide.json,0.310407,trial_2
581,Omeprazole,result_trial_data_NCT04809974_CF_Omeprazole.json,0.310386,trial_2
582,Triptorelin,result_trial_data_NCT04809974_CF_Triptorelin.json,0.310336,trial_2
583,Naltrexone,result_trial_data_NCT04809974_CF_Naltrexone.json,0.310258,trial_2
584,Hydroxyprogesterone_,result_trial_data_NCT04809974_CF_Hydroxyprogesterone_.json,0.310070,trial_2
585,Flavoxate,result_trial_data_NCT04809974_CF_Flavoxate.json,0.310001,trial_2
586,Fenbufen,result_trial_data_NCT04809974_CF_Fenbufen.json,0.309949,trial_2
587,Ranitidine,result_trial_data_NCT04809974_CF_Ranitidine.json,0.309764,trial_2
588,Nortriptyline,result_trial_data_NCT04809974_CF_Nortriptyline.json,0.309722,trial_2
589,Midodrine,result_trial_data_NCT04809974_CF_Midodrine.json,0.309620,trial_2
590,Paclitaxel,result_trial_data_NCT04809974_CF_Paclitaxel.json,0.309550,trial_2
591,Dicoumarol,result_trial_data_NCT04809974_CF_Dicoumarol.json,0.309485,trial_2
592,Olanzapine,result_trial_data_NCT04809974_CF_Olanzapine.json,0.309398,trial_2
593,Afatinib,result_trial_data_NCT04809974_CF_Afatinib.json,0.309249,trial_2
594,Quinagolide,result_trial_data_NCT04809974_CF_Quinagolide.json,0.309153,trial_2
595,Valdecoxib,result_trial_data_NCT04809974_CF_Valdecoxib.json,0.309067,trial_2
596,Tivozanib,result_trial_data_NCT04809974_CF_Tivozanib.json,0.308976,trial_2
597,Acemetacin,result_trial_data_NCT04809974_CF_Acemetacin.json,0.308875,trial_2
598,Pivmecillinam,result_trial_data_NCT04809974_CF_Pivmecillinam.json,0.308756,trial_2
599,Hydroxyamphetamine,result_trial_data_NCT04809974_CF_Hydroxyamphetamine.json,0.308748,trial_2
600,Tioconazole,result_trial_data_NCT04809974_CF_Tioconazole.json,0.308711,trial_2
601,Temsirolimus,result_trial_data_NCT04809974_CF_Temsirolimus.json,0.308682,trial_2
602,Iodipamide,result_trial_data_NCT04809974_CF_Iodipamide.json,0.308609,trial_2
