rank,drug,file,P_drug_gt_placebo,P_placebo_gt_drug
305,Coenzyme_M,result_trial_data_NCT04880161_CF_Coenzyme_M.json,0.830456,0.169544
306,Proflavine,result_trial_data_NCT04880161_CF_Proflavine.json,0.830371,0.169629
307,Moricizine,result_trial_data_NCT04880161_CF_Moricizine.json,0.830018,0.169982
308,Zopiclone,result_trial_data_NCT04880161_CF_Zopiclone.json,0.829487,0.170513
309,Fidaxomicin,result_trial_data_NCT04880161_CF_Fidaxomicin.json,0.829242,0.170758
310,Bupropion,result_trial_data_NCT04880161_CF_Bupropion.json,0.828713,0.171287
311,Macitentan,result_trial_data_NCT04880161_CF_Macitentan.json,0.828677,0.171323
312,Bexarotene,result_trial_data_NCT04880161_CF_Bexarotene.json,0.828442,0.171558
313,Testosterone,result_trial_data_NCT04880161_CF_Testosterone.json,0.828313,0.171687
314,Desvenlafaxine,result_trial_data_NCT04880161_CF_Desvenlafaxine.json,0.827674,0.172326
315,Norgestrel,result_trial_data_NCT04880161_CF_Norgestrel.json,0.827378,0.172622
316,Phenytoin,result_trial_data_NCT04880161_CF_Phenytoin.json,0.827104,0.172896
317,Bosutinib,result_trial_data_NCT04880161_CF_Bosutinib.json,0.826915,0.173085
318,Gramicidin_D,result_trial_data_NCT04880161_CF_Gramicidin_D.json,0.826861,0.173139
319,Dofetilide,result_trial_data_NCT04880161_CF_Dofetilide.json,0.826776,0.173224
320,Guanfacine,result_trial_data_NCT04880161_CF_Guanfacine.json,0.826435,0.173565
321,Oxcarbazepine,result_trial_data_NCT04880161_CF_Oxcarbazepine.json,0.826399,0.173601
322,Amsacrine,result_trial_data_NCT04880161_CF_Amsacrine.json,0.826321,0.173679
323,Biotin,result_trial_data_NCT04880161_CF_Biotin.json,0.826084,0.173916
324,Avatrombopag,result_trial_data_NCT04880161_CF_Avatrombopag.json,0.825854,0.174146
325,Carbamazepine,result_trial_data_NCT04880161_CF_Carbamazepine.json,0.825795,0.174205
326,Tetrabromo_2_Benzotr,result_trial_data_NCT04880161_CF_Tetrabromo_2_Benzotr.json,0.825699,0.174301
327,Methyl_aminolevulina,result_trial_data_NCT04880161_CF_Methyl_aminolevulina.json,0.825021,0.174979
328,Lypressin,result_trial_data_NCT04880161_CF_Lypressin.json,0.824978,0.175022
329,Caffeine,result_trial_data_NCT04880161_CF_Caffeine.json,0.824913,0.175087
330,Ropivacaine,result_trial_data_NCT04880161_CF_Ropivacaine.json,0.824880,0.175120
331,Isotretinoin,result_trial_data_NCT04880161_CF_Isotretinoin.json,0.823941,0.176059
332,Verapamil,result_trial_data_NCT04880161_CF_Verapamil.json,0.823751,0.176249
333,Delavirdine,result_trial_data_NCT04880161_CF_Delavirdine.json,0.823603,0.176397
334,Aminocaproic_acid,result_trial_data_NCT04880161_CF_Aminocaproic_acid.json,0.823074,0.176926
335,Guanabenz,result_trial_data_NCT04880161_CF_Guanabenz.json,0.822884,0.177116
336,Povidone,result_trial_data_NCT04880161_CF_Povidone.json,0.822879,0.177121
337,Imiquimod,result_trial_data_NCT04880161_CF_Imiquimod.json,0.822471,0.177529
338,Sucrose,result_trial_data_NCT04880161_CF_Sucrose.json,0.822429,0.177571
339,Phenol,result_trial_data_NCT04880161_CF_Phenol.json,0.821634,0.178366
340,Gentamicin,result_trial_data_NCT04880161_CF_Gentamicin.json,0.821490,0.178510
341,Tipiracil,result_trial_data_NCT04880161_CF_Tipiracil.json,0.820895,0.179105
342,Cefixime,result_trial_data_NCT04880161_CF_Cefixime.json,0.820794,0.179206
343,Disulfiram,result_trial_data_NCT04880161_CF_Disulfiram.json,0.820681,0.179319
344,Nevirapine,result_trial_data_NCT04880161_CF_Nevirapine.json,0.820332,0.179668
345,Timolol,result_trial_data_NCT04880161_CF_Timolol.json,0.819582,0.180418
346,Benzocaine,result_trial_data_NCT04880161_CF_Benzocaine.json,0.819223,0.180777
347,Amorolfine,result_trial_data_NCT04880161_CF_Amorolfine.json,0.818893,0.181107
348,Delafloxacin,result_trial_data_NCT04880161_CF_Delafloxacin.json,0.818732,0.181268
349,Sulbactam,result_trial_data_NCT04880161_CF_Sulbactam.json,0.818200,0.181800
350,Raltegravir,result_trial_data_NCT04880161_CF_Raltegravir.json,0.817838,0.182162
351,Rizatriptan,result_trial_data_NCT04880161_CF_Rizatriptan.json,0.817800,0.182200
352,Amphotericin_B,result_trial_data_NCT04880161_CF_Amphotericin_B.json,0.817674,0.182326
353,Escitalopram,result_trial_data_NCT04880161_CF_Escitalopram.json,0.817368,0.182632
354,Suvorexant,result_trial_data_NCT04880161_CF_Suvorexant.json,0.817330,0.182670
355,Leucovorin,result_trial_data_NCT04880161_CF_Leucovorin.json,0.816861,0.183139
356,Tirbanibulin,result_trial_data_NCT04880161_CF_Tirbanibulin.json,0.816740,0.183260
357,Eletriptan,result_trial_data_NCT04880161_CF_Eletriptan.json,0.816427,0.183573
358,Guanosine_5__Diphosp,result_trial_data_NCT04880161_CF_Guanosine_5__Diphosp.json,0.816060,0.183940
359,Mitotane,result_trial_data_NCT04880161_CF_Mitotane.json,0.816043,0.183957
360,Diatrizoate,result_trial_data_NCT04880161_CF_Diatrizoate.json,0.815978,0.184022
361,Ioxaglic_acid,result_trial_data_NCT04880161_CF_Ioxaglic_acid.json,0.815542,0.184458
362,Pretomanid,result_trial_data_NCT04880161_CF_Pretomanid.json,0.814768,0.185232
363,Efavirenz,result_trial_data_NCT04880161_CF_Efavirenz.json,0.813889,0.186111
364,Telmisartan,result_trial_data_NCT04880161_CF_Telmisartan.json,0.813865,0.186135
365,Orlistat,result_trial_data_NCT04880161_CF_Orlistat.json,0.813651,0.186349
366,Probucol,result_trial_data_NCT04880161_CF_Probucol.json,0.813564,0.186436
367,Dutasteride,result_trial_data_NCT04880161_CF_Dutasteride.json,0.813518,0.186482
368,Levonorgestrel,result_trial_data_NCT04880161_CF_Levonorgestrel.json,0.813411,0.186589
369,Ganciclovir,result_trial_data_NCT04880161_CF_Ganciclovir.json,0.813264,0.186736
370,Lorazepam,result_trial_data_NCT04880161_CF_Lorazepam.json,0.813118,0.186882
371,Fructose,result_trial_data_NCT04880161_CF_Fructose.json,0.813054,0.186946
372,Iloperidone,result_trial_data_NCT04880161_CF_Iloperidone.json,0.812959,0.187041
373,Pamidronic_acid,result_trial_data_NCT04880161_CF_Pamidronic_acid.json,0.812730,0.187270
374,Natamycin,result_trial_data_NCT04880161_CF_Natamycin.json,0.812558,0.187442
375,Secnidazole,result_trial_data_NCT04880161_CF_Secnidazole.json,0.812113,0.187887
376,Canagliflozin,result_trial_data_NCT04880161_CF_Canagliflozin.json,0.812011,0.187989
377,Ondansetron,result_trial_data_NCT04880161_CF_Ondansetron.json,0.811895,0.188105
378,Flutrimazole,result_trial_data_NCT04880161_CF_Flutrimazole.json,0.811655,0.188345
379,Ethionamide,result_trial_data_NCT04880161_CF_Ethionamide.json,0.811599,0.188401
380,Butoconazole,result_trial_data_NCT04880161_CF_Butoconazole.json,0.811346,0.188654
381,Aprepitant,result_trial_data_NCT04880161_CF_Aprepitant.json,0.811333,0.188667
382,Ledipasvir,result_trial_data_NCT04880161_CF_Ledipasvir.json,0.811246,0.188754
383,Trilostane,result_trial_data_NCT04880161_CF_Trilostane.json,0.811159,0.188841
384,Pravastatin,result_trial_data_NCT04880161_CF_Pravastatin.json,0.811138,0.188862
385,CI_1040,result_trial_data_NCT04880161_CF_CI_1040.json,0.810980,0.189020
386,Lormetazepam,result_trial_data_NCT04880161_CF_Lormetazepam.json,0.810948,0.189052
387,Rescinnamine,result_trial_data_NCT04880161_CF_Rescinnamine.json,0.810645,0.189355
388,Magnesium_chloride,result_trial_data_NCT04880161_CF_Magnesium_chloride.json,0.810291,0.189709
389,Doxapram,result_trial_data_NCT04880161_CF_Doxapram.json,0.810217,0.189783
390,Etacrynic_acid,result_trial_data_NCT04880161_CF_Etacrynic_acid.json,0.809975,0.190025
391,Vancomycin,result_trial_data_NCT04880161_CF_Vancomycin.json,0.809811,0.190189
392,Foscarnet,result_trial_data_NCT04880161_CF_Foscarnet.json,0.809738,0.190262
393,Bacitracin,result_trial_data_NCT04880161_CF_Bacitracin.json,0.809641,0.190359
394,Ipragliflozin,result_trial_data_NCT04880161_CF_Ipragliflozin.json,0.809416,0.190584
395,Cholic_Acid,result_trial_data_NCT04880161_CF_Cholic_Acid.json,0.809345,0.190655
396,Tazobactam,result_trial_data_NCT04880161_CF_Tazobactam.json,0.808998,0.191002
397,Cycloserine,result_trial_data_NCT04880161_CF_Cycloserine.json,0.808793,0.191207
398,ATP,result_trial_data_NCT04880161_CF_ATP.json,0.808241,0.191759
399,Terlipressin,result_trial_data_NCT04880161_CF_Terlipressin.json,0.808221,0.191779
400,Meropenem,result_trial_data_NCT04880161_CF_Meropenem.json,0.808146,0.191854
401,Oxacillin,result_trial_data_NCT04880161_CF_Oxacillin.json,0.808120,0.191880
402,Mephenytoin,result_trial_data_NCT04880161_CF_Mephenytoin.json,0.807223,0.192777
403,Cladribine,result_trial_data_NCT04880161_CF_Cladribine.json,0.806695,0.193305
404,Hexaminolevulinate,result_trial_data_NCT04880161_CF_Hexaminolevulinate.json,0.806449,0.193551
405,Atazanavir,result_trial_data_NCT04880161_CF_Atazanavir.json,0.806125,0.193875
406,Progesterone,result_trial_data_NCT04880161_CF_Progesterone.json,0.806088,0.193912
407,Ketanserin,result_trial_data_NCT04880161_CF_Ketanserin.json,0.805331,0.194669
408,Oxatomide,result_trial_data_NCT04880161_CF_Oxatomide.json,0.805299,0.194701
409,Trilaciclib,result_trial_data_NCT04880161_CF_Trilaciclib.json,0.804933,0.195067
410,Oxiconazole,result_trial_data_NCT04880161_CF_Oxiconazole.json,0.804932,0.195068
411,Encainide,result_trial_data_NCT04880161_CF_Encainide.json,0.804922,0.195078
412,Midazolam,result_trial_data_NCT04880161_CF_Midazolam.json,0.804798,0.195202
413,Abacavir,result_trial_data_NCT04880161_CF_Abacavir.json,0.803586,0.196414
414,Fluvoxamine,result_trial_data_NCT04880161_CF_Fluvoxamine.json,0.803009,0.196991
415,Vinpocetine,result_trial_data_NCT04880161_CF_Vinpocetine.json,0.802406,0.197594
416,Formestane,result_trial_data_NCT04880161_CF_Formestane.json,0.802334,0.197666
417,Finasteride,result_trial_data_NCT04880161_CF_Finasteride.json,0.802194,0.197806
418,Iodipamide,result_trial_data_NCT04880161_CF_Iodipamide.json,0.802133,0.197867
419,Sertraline,result_trial_data_NCT04880161_CF_Sertraline.json,0.802024,0.197976
420,Pindolol,result_trial_data_NCT04880161_CF_Pindolol.json,0.801858,0.198142
421,Bifonazole,result_trial_data_NCT04880161_CF_Bifonazole.json,0.801792,0.198208
422,Nilotinib,result_trial_data_NCT04880161_CF_Nilotinib.json,0.801505,0.198495
423,Perhexiline,result_trial_data_NCT04880161_CF_Perhexiline.json,0.801278,0.198722
424,Esmolol,result_trial_data_NCT04880161_CF_Esmolol.json,0.801254,0.198746
425,Tretinoin,result_trial_data_NCT04880161_CF_Tretinoin.json,0.801124,0.198876
426,Rimegepant,result_trial_data_NCT04880161_CF_Rimegepant.json,0.800878,0.199122
427,Bendazac,result_trial_data_NCT04880161_CF_Bendazac.json,0.800730,0.199270
428,Clarithromycin,result_trial_data_NCT04880161_CF_Clarithromycin.json,0.800699,0.199301
429,Glutathione_disulfid,result_trial_data_NCT04880161_CF_Glutathione_disulfid.json,0.800329,0.199671
430,Floxuridine,result_trial_data_NCT04880161_CF_Floxuridine.json,0.800246,0.199754
431,Lumacaftor,result_trial_data_NCT04880161_CF_Lumacaftor.json,0.799804,0.200196
432,Zidovudine,result_trial_data_NCT04880161_CF_Zidovudine.json,0.799623,0.200377
433,Carteolol,result_trial_data_NCT04880161_CF_Carteolol.json,0.799507,0.200493
434,Lasmiditan,result_trial_data_NCT04880161_CF_Lasmiditan.json,0.799493,0.200507
435,Diazepam,result_trial_data_NCT04880161_CF_Diazepam.json,0.799383,0.200617
436,Lomitapide,result_trial_data_NCT04880161_CF_Lomitapide.json,0.799318,0.200682
437,Sertaconazole,result_trial_data_NCT04880161_CF_Sertaconazole.json,0.799217,0.200783
438,Valbenazine,result_trial_data_NCT04880161_CF_Valbenazine.json,0.798873,0.201127
439,Phenazopyridine,result_trial_data_NCT04880161_CF_Phenazopyridine.json,0.798853,0.201147
440,Proparacaine,result_trial_data_NCT04880161_CF_Proparacaine.json,0.798815,0.201185
441,Ataluren,result_trial_data_NCT04880161_CF_Ataluren.json,0.798726,0.201274
442,Ramipril,result_trial_data_NCT04880161_CF_Ramipril.json,0.798298,0.201702
443,Tegafur,result_trial_data_NCT04880161_CF_Tegafur.json,0.798179,0.201821
444,Ibudilast,result_trial_data_NCT04880161_CF_Ibudilast.json,0.797442,0.202558
445,Dorzolamide,result_trial_data_NCT04880161_CF_Dorzolamide.json,0.797315,0.202685
446,Cinoxacin,result_trial_data_NCT04880161_CF_Cinoxacin.json,0.797020,0.202980
447,Chlortetracycline,result_trial_data_NCT04880161_CF_Chlortetracycline.json,0.796830,0.203170
448,Molsidomine,result_trial_data_NCT04880161_CF_Molsidomine.json,0.796751,0.203249
449,Sulconazole,result_trial_data_NCT04880161_CF_Sulconazole.json,0.796443,0.203557
450,Paliperidone,result_trial_data_NCT04880161_CF_Paliperidone.json,0.796352,0.203648
451,Perampanel,result_trial_data_NCT04880161_CF_Perampanel.json,0.796347,0.203653
452,Auranofin,result_trial_data_NCT04880161_CF_Auranofin.json,0.796115,0.203885
453,Vecuronium,result_trial_data_NCT04880161_CF_Vecuronium.json,0.795929,0.204071
454,Vildagliptin,result_trial_data_NCT04880161_CF_Vildagliptin.json,0.795914,0.204086
455,Ascorbic_acid,result_trial_data_NCT04880161_CF_Ascorbic_acid.json,0.795513,0.204487
456,Mirabegron,result_trial_data_NCT04880161_CF_Mirabegron.json,0.795028,0.204972
457,Pralidoxime,result_trial_data_NCT04880161_CF_Pralidoxime.json,0.794978,0.205022
458,Mebendazole,result_trial_data_NCT04880161_CF_Mebendazole.json,0.794148,0.205852
459,Clotrimazole,result_trial_data_NCT04880161_CF_Clotrimazole.json,0.793727,0.206273
460,Dichloroacetic_acid,result_trial_data_NCT04880161_CF_Dichloroacetic_acid.json,0.793711,0.206289
461,Phenylephrine,result_trial_data_NCT04880161_CF_Phenylephrine.json,0.793596,0.206404
462,Trimethadione,result_trial_data_NCT04880161_CF_Trimethadione.json,0.793348,0.206652
463,Filgotinib,result_trial_data_NCT04880161_CF_Filgotinib.json,0.793019,0.206981
464,Citalopram,result_trial_data_NCT04880161_CF_Citalopram.json,0.792947,0.207053
465,Norethisterone,result_trial_data_NCT04880161_CF_Norethisterone.json,0.792376,0.207624
466,Cetrorelix,result_trial_data_NCT04880161_CF_Cetrorelix.json,0.792354,0.207646
467,Daclatasvir,result_trial_data_NCT04880161_CF_Daclatasvir.json,0.792331,0.207669
468,Pemoline,result_trial_data_NCT04880161_CF_Pemoline.json,0.792073,0.207927
469,Hydroxocobalamin,result_trial_data_NCT04880161_CF_Hydroxocobalamin.json,0.792052,0.207948
470,Fesoterodine,result_trial_data_NCT04880161_CF_Fesoterodine.json,0.792049,0.207951
471,Butorphanol,result_trial_data_NCT04880161_CF_Butorphanol.json,0.791976,0.208024
472,Indacaterol,result_trial_data_NCT04880161_CF_Indacaterol.json,0.791717,0.208283
473,Aripiprazole,result_trial_data_NCT04880161_CF_Aripiprazole.json,0.791576,0.208424
474,Etidocaine,result_trial_data_NCT04880161_CF_Etidocaine.json,0.791451,0.208549
475,Lysergic_acid_diethy,result_trial_data_NCT04880161_CF_Lysergic_acid_diethy.json,0.791219,0.208781
476,Granisetron,result_trial_data_NCT04880161_CF_Granisetron.json,0.790803,0.209197
477,Iloprost,result_trial_data_NCT04880161_CF_Iloprost.json,0.790687,0.209313
478,Aripiprazole_lauroxi,result_trial_data_NCT04880161_CF_Aripiprazole_lauroxi.json,0.790502,0.209498
479,Alprazolam,result_trial_data_NCT04880161_CF_Alprazolam.json,0.790369,0.209631
480,Aztreonam,result_trial_data_NCT04880161_CF_Aztreonam.json,0.789555,0.210445
481,Flavin_mononucleotid,result_trial_data_NCT04880161_CF_Flavin_mononucleotid.json,0.789452,0.210548
482,Temazepam,result_trial_data_NCT04880161_CF_Temazepam.json,0.789300,0.210700
483,Enoximone,result_trial_data_NCT04880161_CF_Enoximone.json,0.789110,0.210890
484,Telithromycin,result_trial_data_NCT04880161_CF_Telithromycin.json,0.788051,0.211949
485,Altretamine,result_trial_data_NCT04880161_CF_Altretamine.json,0.787778,0.212222
486,Neostigmine,result_trial_data_NCT04880161_CF_Neostigmine.json,0.787526,0.212474
487,Sildenafil,result_trial_data_NCT04880161_CF_Sildenafil.json,0.787492,0.212508
488,Tasimelteon,result_trial_data_NCT04880161_CF_Tasimelteon.json,0.787087,0.212913
489,Dirithromycin,result_trial_data_NCT04880161_CF_Dirithromycin.json,0.786631,0.213369
490,Ranolazine,result_trial_data_NCT04880161_CF_Ranolazine.json,0.786437,0.213563
491,Nifedipine,result_trial_data_NCT04880161_CF_Nifedipine.json,0.786368,0.213632
492,Buspirone,result_trial_data_NCT04880161_CF_Buspirone.json,0.785545,0.214455
493,Chlorthalidone,result_trial_data_NCT04880161_CF_Chlorthalidone.json,0.785516,0.214484
494,Noscapine,result_trial_data_NCT04880161_CF_Noscapine.json,0.785221,0.214779
495,Reboxetine,result_trial_data_NCT04880161_CF_Reboxetine.json,0.784942,0.215058
496,Demeclocycline,result_trial_data_NCT04880161_CF_Demeclocycline.json,0.784608,0.215392
497,Voglibose,result_trial_data_NCT04880161_CF_Voglibose.json,0.783641,0.216359
498,Xamoterol,result_trial_data_NCT04880161_CF_Xamoterol.json,0.782615,0.217385
499,Perindopril,result_trial_data_NCT04880161_CF_Perindopril.json,0.782468,0.217532
500,Zonisamide,result_trial_data_NCT04880161_CF_Zonisamide.json,0.782283,0.217717
501,Metyrapone,result_trial_data_NCT04880161_CF_Metyrapone.json,0.782245,0.217755
502,Dibenzepin,result_trial_data_NCT04880161_CF_Dibenzepin.json,0.782187,0.217813
503,Testosterone_propion,result_trial_data_NCT04880161_CF_Testosterone_propion.json,0.781818,0.218182
504,Mepivacaine,result_trial_data_NCT04880161_CF_Mepivacaine.json,0.781668,0.218332
505,Etonogestrel,result_trial_data_NCT04880161_CF_Etonogestrel.json,0.781616,0.218384
506,Acetohydroxamic_acid,result_trial_data_NCT04880161_CF_Acetohydroxamic_acid.json,0.781575,0.218425
507,Etravirine,result_trial_data_NCT04880161_CF_Etravirine.json,0.781081,0.218919
508,Benznidazole,result_trial_data_NCT04880161_CF_Benznidazole.json,0.781002,0.218998
509,Methoxsalen,result_trial_data_NCT04880161_CF_Methoxsalen.json,0.780940,0.219060
510,Cefoxitin,result_trial_data_NCT04880161_CF_Cefoxitin.json,0.780440,0.219560
511,Cannabidiol,result_trial_data_NCT04880161_CF_Cannabidiol.json,0.780260,0.219740
512,Stiripentol,result_trial_data_NCT04880161_CF_Stiripentol.json,0.780137,0.219863
513,Maraviroc,result_trial_data_NCT04880161_CF_Maraviroc.json,0.780095,0.219905
514,Dalfampridine,result_trial_data_NCT04880161_CF_Dalfampridine.json,0.779402,0.220598
515,Niacin,result_trial_data_NCT04880161_CF_Niacin.json,0.779047,0.220953
516,Tolcapone,result_trial_data_NCT04880161_CF_Tolcapone.json,0.778966,0.221034
517,Triclocarban,result_trial_data_NCT04880161_CF_Triclocarban.json,0.778947,0.221053
518,Isosorbide_mononitra,result_trial_data_NCT04880161_CF_Isosorbide_mononitra.json,0.778164,0.221836
519,Clopidogrel,result_trial_data_NCT04880161_CF_Clopidogrel.json,0.777439,0.222561
520,Ciprofibrate,result_trial_data_NCT04880161_CF_Ciprofibrate.json,0.777428,0.222572
521,Phenelzine,result_trial_data_NCT04880161_CF_Phenelzine.json,0.777317,0.222683
522,Latanoprostene_bunod,result_trial_data_NCT04880161_CF_Latanoprostene_bunod.json,0.777272,0.222728
523,Famciclovir,result_trial_data_NCT04880161_CF_Famciclovir.json,0.777012,0.222988
524,Methyltestosterone,result_trial_data_NCT04880161_CF_Methyltestosterone.json,0.776832,0.223168
525,Rolapitant,result_trial_data_NCT04880161_CF_Rolapitant.json,0.776823,0.223177
526,Ampicillin,result_trial_data_NCT04880161_CF_Ampicillin.json,0.776758,0.223242
527,Aminophylline,result_trial_data_NCT04880161_CF_Aminophylline.json,0.776618,0.223382
528,Carisoprodol,result_trial_data_NCT04880161_CF_Carisoprodol.json,0.776369,0.223631
529,Mazindol,result_trial_data_NCT04880161_CF_Mazindol.json,0.776289,0.223711
530,Chlorotrianisene,result_trial_data_NCT04880161_CF_Chlorotrianisene.json,0.776209,0.223791
531,Osilodrostat,result_trial_data_NCT04880161_CF_Osilodrostat.json,0.775780,0.224220
532,Quinine,result_trial_data_NCT04880161_CF_Quinine.json,0.775733,0.224267
533,Minocycline,result_trial_data_NCT04880161_CF_Minocycline.json,0.775504,0.224496
534,Ivermectin,result_trial_data_NCT04880161_CF_Ivermectin.json,0.775372,0.224628
535,Bepridil,result_trial_data_NCT04880161_CF_Bepridil.json,0.775173,0.224827
536,Fumaric_Acid,result_trial_data_NCT04880161_CF_Fumaric_Acid.json,0.775096,0.224904
537,Testolactone,result_trial_data_NCT04880161_CF_Testolactone.json,0.775021,0.224979
538,Artemether,result_trial_data_NCT04880161_CF_Artemether.json,0.774462,0.225538
539,Alfuzosin,result_trial_data_NCT04880161_CF_Alfuzosin.json,0.774424,0.225576
540,Moxidectin,result_trial_data_NCT04880161_CF_Moxidectin.json,0.774348,0.225652
541,Nafarelin,result_trial_data_NCT04880161_CF_Nafarelin.json,0.773674,0.226326
542,Triethylenetetramine,result_trial_data_NCT04880161_CF_Triethylenetetramine.json,0.773413,0.226587
543,Labetalol,result_trial_data_NCT04880161_CF_Labetalol.json,0.773289,0.226711
544,Dipyridamole,result_trial_data_NCT04880161_CF_Dipyridamole.json,0.773176,0.226824
545,Guanethidine,result_trial_data_NCT04880161_CF_Guanethidine.json,0.773077,0.226923
546,Nabilone,result_trial_data_NCT04880161_CF_Nabilone.json,0.773070,0.226930
547,Adenosine_phosphate,result_trial_data_NCT04880161_CF_Adenosine_phosphate.json,0.773052,0.226948
548,Tolterodine,result_trial_data_NCT04880161_CF_Tolterodine.json,0.772873,0.227127
549,Mecamylamine,result_trial_data_NCT04880161_CF_Mecamylamine.json,0.772741,0.227259
550,Piribedil,result_trial_data_NCT04880161_CF_Piribedil.json,0.772724,0.227276
551,Nialamide,result_trial_data_NCT04880161_CF_Nialamide.json,0.772702,0.227298
552,Metacycline,result_trial_data_NCT04880161_CF_Metacycline.json,0.772688,0.227312
553,Rifampicin,result_trial_data_NCT04880161_CF_Rifampicin.json,0.772474,0.227526
554,Nikethamide,result_trial_data_NCT04880161_CF_Nikethamide.json,0.772226,0.227774
555,Thiotepa,result_trial_data_NCT04880161_CF_Thiotepa.json,0.772125,0.227875
556,Flibanserin,result_trial_data_NCT04880161_CF_Flibanserin.json,0.772093,0.227907
557,Cabergoline,result_trial_data_NCT04880161_CF_Cabergoline.json,0.772091,0.227909
558,Enalaprilat,result_trial_data_NCT04880161_CF_Enalaprilat.json,0.772078,0.227922
559,Methylergometrine,result_trial_data_NCT04880161_CF_Methylergometrine.json,0.772007,0.227993
560,Quinidine,result_trial_data_NCT04880161_CF_Quinidine.json,0.771630,0.228370
561,Amphetamine,result_trial_data_NCT04880161_CF_Amphetamine.json,0.771524,0.228476
562,Dextroamphetamine,result_trial_data_NCT04880161_CF_Dextroamphetamine.json,0.771524,0.228476
563,Sertindole,result_trial_data_NCT04880161_CF_Sertindole.json,0.771191,0.228809
564,Erythromycin,result_trial_data_NCT04880161_CF_Erythromycin.json,0.771033,0.228967
565,Quercetin,result_trial_data_NCT04880161_CF_Quercetin.json,0.771018,0.228982
566,Nitrendipine,result_trial_data_NCT04880161_CF_Nitrendipine.json,0.770934,0.229066
567,Tiagabine,result_trial_data_NCT04880161_CF_Tiagabine.json,0.770751,0.229249
568,Aliskiren,result_trial_data_NCT04880161_CF_Aliskiren.json,0.770587,0.229413
569,Acetylcholine,result_trial_data_NCT04880161_CF_Acetylcholine.json,0.770550,0.229450
570,Benzoyl_peroxide,result_trial_data_NCT04880161_CF_Benzoyl_peroxide.json,0.770364,0.229636
571,Alogliptin,result_trial_data_NCT04880161_CF_Alogliptin.json,0.770245,0.229755
572,Fluoxetine,result_trial_data_NCT04880161_CF_Fluoxetine.json,0.770193,0.229807
573,Lorcaserin,result_trial_data_NCT04880161_CF_Lorcaserin.json,0.770129,0.229871
574,Decamethonium,result_trial_data_NCT04880161_CF_Decamethonium.json,0.769607,0.230393
575,Busulfan,result_trial_data_NCT04880161_CF_Busulfan.json,0.769517,0.230483
576,Pitolisant,result_trial_data_NCT04880161_CF_Pitolisant.json,0.769179,0.230821
577,Enoxacin,result_trial_data_NCT04880161_CF_Enoxacin.json,0.769152,0.230848
578,Cefaclor,result_trial_data_NCT04880161_CF_Cefaclor.json,0.769021,0.230979
579,Choline_C_11,result_trial_data_NCT04880161_CF_Choline_C_11.json,0.768667,0.231333
580,Phenacemide,result_trial_data_NCT04880161_CF_Phenacemide.json,0.768607,0.231393
581,Felodipine,result_trial_data_NCT04880161_CF_Felodipine.json,0.768581,0.231419
582,Cefadroxil,result_trial_data_NCT04880161_CF_Cefadroxil.json,0.768523,0.231477
583,Ebastine,result_trial_data_NCT04880161_CF_Ebastine.json,0.768426,0.231574
584,Tezacaftor,result_trial_data_NCT04880161_CF_Tezacaftor.json,0.768423,0.231577
585,Venlafaxine,result_trial_data_NCT04880161_CF_Venlafaxine.json,0.768232,0.231768
586,Podofilox,result_trial_data_NCT04880161_CF_Podofilox.json,0.768215,0.231785
587,Brimonidine,result_trial_data_NCT04880161_CF_Brimonidine.json,0.767709,0.232291
588,Revefenacin,result_trial_data_NCT04880161_CF_Revefenacin.json,0.767687,0.232313
589,Propafenone,result_trial_data_NCT04880161_CF_Propafenone.json,0.767646,0.232354
590,Clonazepam,result_trial_data_NCT04880161_CF_Clonazepam.json,0.767389,0.232611
591,Mefloquine,result_trial_data_NCT04880161_CF_Mefloquine.json,0.767299,0.232701
592,Cidofovir,result_trial_data_NCT04880161_CF_Cidofovir.json,0.767106,0.232894
593,Paroxetine,result_trial_data_NCT04880161_CF_Paroxetine.json,0.766946,0.233054
594,Ximelagatran,result_trial_data_NCT04880161_CF_Ximelagatran.json,0.766708,0.233292
595,Ethinylestradiol,result_trial_data_NCT04880161_CF_Ethinylestradiol.json,0.766581,0.233419
596,Ramatroban,result_trial_data_NCT04880161_CF_Ramatroban.json,0.766565,0.233435
597,Trimethobenzamide,result_trial_data_NCT04880161_CF_Trimethobenzamide.json,0.766564,0.233436
598,Cinchocaine,result_trial_data_NCT04880161_CF_Cinchocaine.json,0.766221,0.233779
599,Flunarizine,result_trial_data_NCT04880161_CF_Flunarizine.json,0.766074,0.233926
600,Nicotine,result_trial_data_NCT04880161_CF_Nicotine.json,0.765974,0.234026
601,Estriol,result_trial_data_NCT04880161_CF_Estriol.json,0.765867,0.234133
602,Cefdinir,result_trial_data_NCT04880161_CF_Cefdinir.json,0.765524,0.234476
603,Hydrocortisone_aceta,result_trial_data_NCT04880161_CF_Hydrocortisone_aceta.json,0.765481,0.234519
604,Tulobuterol,result_trial_data_NCT04880161_CF_Tulobuterol.json,0.764840,0.235160
605,Pentoxyverine,result_trial_data_NCT04880161_CF_Pentoxyverine.json,0.764834,0.235166
606,Silodosin,result_trial_data_NCT04880161_CF_Silodosin.json,0.764833,0.235167
607,Enalapril,result_trial_data_NCT04880161_CF_Enalapril.json,0.764632,0.235368
608,Piperacillin,result_trial_data_NCT04880161_CF_Piperacillin.json,0.764567,0.235433
