rank	drug	file_base	safety_score	efficacy_score	ae_score	safety_norm	efficacy_norm	ae_inverse_norm	composite_score
383	Trilostane	NCT04880161_CF_Trilostane	0.608306	0.811159	5.176423520129172	0.0	0.7126130385201416	0.0	0.28504521540805666
384	Pravastatin	NCT04880161_CF_Pravastatin	0.608306	0.811138	5.176423520129172	0.0	0.7125794983022261	0.0	0.28503179932089046
385	CI_1040	NCT04880161_CF_CI_1040	0.608306	0.81098	5.176423520129172	0.0	0.7123271480912422	0.0	0.2849308592364969
386	Lormetazepam	NCT04880161_CF_Lormetazepam	0.608306	0.810948	5.176423520129172	0.0	0.7122760391877517	0.0	0.2849104156751007
387	Rescinnamine	NCT04880161_CF_Rescinnamine	0.608306	0.810645	5.176423520129172	0.0	0.7117921017578267	0.0	0.2847168407031307
388	Magnesium_chloride	NCT04880161_CF_Magnesium_chloride	0.608306	0.810291	5.176423520129172	0.0	0.7112267095129641	0.0	0.28449068380518566
389	Doxapram	NCT04880161_CF_Doxapram	0.608306	0.810217	5.176423520129172	0.0	0.7111085201736425	0.0	0.284443408069457
390	Etacrynic_acid	NCT04880161_CF_Etacrynic_acid	0.608306	0.809975	5.176423520129172	0.0	0.7107220090909961	0.0	0.28428880363639847
391	Vancomycin	NCT04880161_CF_Vancomycin	0.608306	0.809811	5.176423520129172	0.0	0.7104600759606077	0.0	0.28418403038424306
392	Foscarnet	NCT04880161_CF_Foscarnet	0.608306	0.809738	5.176423520129172	0.0	0.7103434837745202	0.0	0.2841373935098081
393	Bacitracin	NCT04880161_CF_Bacitracin	0.608306	0.809641	5.176423520129172	0.0	0.710188559910815	0.0	0.284075423964326
394	Ipragliflozin	NCT04880161_CF_Ipragliflozin	0.608306	0.809416	5.176423520129172	0.0	0.709829200433148	0.0	0.2839316801732592
395	Cholic_Acid	NCT04880161_CF_Cholic_Acid	0.608306	0.809345	5.176423520129172	0.0	0.7097158025535285	0.0	0.2838863210214114
396	Tazobactam	NCT04880161_CF_Tazobactam	0.608306	0.808998	5.176423520129172	0.0	0.7091615903813043	0.0	0.28366463615252174
397	Cycloserine	NCT04880161_CF_Cycloserine	0.608306	0.808793	5.176423520129172	0.0	0.7088341739683188	0.0	0.28353366958732756
398	ATP	NCT04880161_CF_ATP	0.608306	0.808241	5.176423520129172	0.0	0.7079525453831091	0.0	0.28318101815324365
399	Terlipressin	NCT04880161_CF_Terlipressin	0.608306	0.808221	5.176423520129172	0.0	0.7079206023184276	0.0	0.28316824092737103
400	Meropenem	NCT04880161_CF_Meropenem	0.608306	0.808146	5.176423520129172	0.0	0.707800815825872	0.0	0.2831203263303488
401	Oxacillin	NCT04880161_CF_Oxacillin	0.608306	0.80812	5.176423520129172	0.0	0.7077592898417859	0.0	0.2831037159367144
402	Mephenytoin	NCT04880161_CF_Mephenytoin	0.608306	0.807223	5.176423520129172	0.0	0.7063266433908202	0.0	0.2825306573563281
403	Cladribine	NCT04880161_CF_Cladribine	0.608306	0.806695	5.176423520129172	0.0	0.7054833464832283	0.0	0.2821933385932913
404	Hexaminolevulinate	NCT04880161_CF_Hexaminolevulinate	0.608306	0.806449	5.176423520129172	0.0	0.7050904467876457	0.0	0.28203617871505826
405	Atazanavir	NCT04880161_CF_Atazanavir	0.608306	0.806125	5.176423520129172	0.0	0.7045729691398052	0.0	0.2818291876559221
406	Progesterone	NCT04880161_CF_Progesterone	0.608306	0.806088	5.176423520129172	0.0	0.7045138744701445	0.0	0.2818055497880578
407	Ketanserin	NCT04880161_CF_Ketanserin	0.608306	0.805331	5.176423520129172	0.0	0.7033048294719492	0.0	0.2813219317887797
408	Oxatomide	NCT04880161_CF_Oxatomide	0.608306	0.805299	5.176423520129172	0.0	0.7032537205684587	0.0	0.2813014882273835
409	Trilaciclib	NCT04880161_CF_Trilaciclib	0.608306	0.804933	5.176423520129172	0.0	0.7026691624847871	0.0	0.28106766499391483
410	Oxiconazole	NCT04880161_CF_Oxiconazole	0.608306	0.804932	5.176423520129172	0.0	0.702667565331553	0.0	0.2810670261326212
411	Encainide	NCT04880161_CF_Encainide	0.608306	0.804922	5.176423520129172	0.0	0.7026515937992123	0.0	0.2810606375196849
412	Midazolam	NCT04880161_CF_Midazolam	0.608306	0.804798	5.176423520129172	0.0	0.702453546798187	0.0	0.2809814187192748
413	Abacavir	NCT04880161_CF_Abacavir	0.608306	0.803586	5.176423520129172	0.0	0.7005177970784873	0.0	0.28020711883139493
414	Fluvoxamine	NCT04880161_CF_Fluvoxamine	0.608306	0.803009	5.176423520129172	0.0	0.6995962396624257	0.0	0.2798384958649703
415	Vinpocetine	NCT04880161_CF_Vinpocetine	0.608306	0.802406	5.176423520129172	0.0	0.6986331562622781	0.0	0.27945326250491126
416	Formestane	NCT04880161_CF_Formestane	0.608306	0.802334	5.176423520129172	0.0	0.6985181612294247	0.0	0.2794072644917699
417	Finasteride	NCT04880161_CF_Finasteride	0.608306	0.802194	5.176423520129172	0.0	0.698294559776654	0.0	0.2793178239106616
418	Iodipamide	NCT04880161_CF_Iodipamide	0.608306	0.802133	5.176423520129172	0.0	0.6981971334293754	0.0	0.2792788533717502
419	Sertraline	NCT04880161_CF_Sertraline	0.608306	0.802024	5.176423520129172	0.0	0.6980230437268612	0.0	0.2792092174907445
420	Pindolol	NCT04880161_CF_Pindolol	0.608306	0.801858	5.176423520129172	0.0	0.6977579162900046	0.0	0.27910316651600187
421	Bifonazole	NCT04880161_CF_Bifonazole	0.608306	0.801792	5.176423520129172	0.0	0.6976525041765556	0.0	0.27906100167062226
422	Nilotinib	NCT04880161_CF_Nilotinib	0.608306	0.801505	5.176423520129172	0.0	0.697194121198376	0.0	0.2788776484793504
423	Perhexiline	NCT04880161_CF_Perhexiline	0.608306	0.801278	5.176423520129172	0.0	0.6968315674142409	0.0	0.2787326269656964
424	Esmolol	NCT04880161_CF_Esmolol	0.608306	0.801254	5.176423520129172	0.0	0.6967932357366231	0.0	0.27871729429464925
425	Tretinoin	NCT04880161_CF_Tretinoin	0.608306	0.801124	5.176423520129172	0.0	0.6965856058161931	0.0	0.27863424232647727
426	Rimegepant	NCT04880161_CF_Rimegepant	0.608306	0.800878	5.176423520129172	0.0	0.6961927061206106	0.0	0.27847708244824426
427	Bendazac	NCT04880161_CF_Bendazac	0.608306	0.80073	5.176423520129172	0.0	0.6959563274419674	0.0	0.278382530976787
428	Clarithromycin	NCT04880161_CF_Clarithromycin	0.608306	0.800699	5.176423520129172	0.0	0.6959068156917112	0.0	0.2783627262766845
429	Glutathione_disulfid	NCT04880161_CF_Glutathione_disulfid	0.608306	0.800329	5.176423520129172	0.0	0.695315868995103	0.0	0.2781263475980412
430	Floxuridine	NCT04880161_CF_Floxuridine	0.608306	0.800246	5.176423520129172	0.0	0.6951833052766748	0.0	0.27807332211066993
431	Lumacaftor	NCT04880161_CF_Lumacaftor	0.608306	0.799804	5.176423520129172	0.0	0.6944773635472133	0.0	0.2777909454188853
432	Zidovudine	NCT04880161_CF_Zidovudine	0.608306	0.799623	5.176423520129172	0.0	0.6941882788118457	0.0	0.2776753115247383
433	Carteolol	NCT04880161_CF_Carteolol	0.608306	0.799507	5.176423520129172	0.0	0.6940030090366929	0.0	0.27760120361467716
434	Lasmiditan	NCT04880161_CF_Lasmiditan	0.608306	0.799493	5.176423520129172	0.0	0.693980648891416	0.0	0.2775922595565664
435	Diazepam	NCT04880161_CF_Diazepam	0.608306	0.799383	5.176423520129172	0.0	0.6938049620356675	0.0	0.27752198481426704
436	Lomitapide	NCT04880161_CF_Lomitapide	0.608306	0.799318	5.176423520129172	0.0	0.6937011470754526	0.0	0.2774804588301811
437	Sertaconazole	NCT04880161_CF_Sertaconazole	0.608306	0.799217	5.176423520129172	0.0	0.693539834598811	0.0	0.2774159338395244
438	Valbenazine	NCT04880161_CF_Valbenazine	0.608306	0.798873	5.176423520129172	0.0	0.6929904138862891	0.0	0.27719616555451565
439	Phenazopyridine	NCT04880161_CF_Phenazopyridine	0.608306	0.798853	5.176423520129172	0.0	0.6929584708216076	0.0	0.27718338832864303
440	Proparacaine	NCT04880161_CF_Proparacaine	0.608306	0.798815	5.176423520129172	0.0	0.6928977789987127	0.0	0.2771591115994851
441	Ataluren	NCT04880161_CF_Ataluren	0.608306	0.798726	5.176423520129172	0.0	0.69275563236088	0.0	0.27710225294435203
442	Ramipril	NCT04880161_CF_Ramipril	0.608306	0.798298	5.176423520129172	0.0	0.6920720507766955	0.0	0.27682882031067824
443	Tegafur	NCT04880161_CF_Tegafur	0.608306	0.798179	5.176423520129172	0.0	0.6918819895418405	0.0	0.27675279581673623
444	Ibudilast	NCT04880161_CF_Ibudilast	0.608306	0.797442	5.176423520129172	0.0	0.6907048876083268	0.0	0.27628195504333075
445	Dorzolamide	NCT04880161_CF_Dorzolamide	0.608306	0.797315	5.176423520129172	0.0	0.6905020491475993	0.0	0.2762008196590397
446	Cinoxacin	NCT04880161_CF_Cinoxacin	0.608306	0.79702	5.176423520129172	0.0	0.6900308889435469	0.0	0.27601235557741877
447	Chlortetracycline	NCT04880161_CF_Chlortetracycline	0.608306	0.79683	5.176423520129172	0.0	0.6897274298290726	0.0	0.2758909719316291
448	Molsidomine	NCT04880161_CF_Molsidomine	0.608306	0.796751	5.176423520129172	0.0	0.6896012547235807	0.0	0.27584050188943227
449	Sulconazole	NCT04880161_CF_Sulconazole	0.608306	0.796443	5.176423520129172	0.0	0.6891093315274854	0.0	0.2756437326109942
450	Paliperidone	NCT04880161_CF_Paliperidone	0.608306	0.796352	5.176423520129172	0.0	0.6889639905831845	0.0	0.2755855962332738
451	Perampanel	NCT04880161_CF_Perampanel	0.608306	0.796347	5.176423520129172	0.0	0.6889560048170141	0.0	0.27558240192680566
452	Auranofin	NCT04880161_CF_Auranofin	0.608306	0.796115	5.176423520129172	0.0	0.6885854652667086	0.0	0.27543418610668347
453	Vecuronium	NCT04880161_CF_Vecuronium	0.608306	0.795929	5.176423520129172	0.0	0.6882883947651706	0.0	0.27531535790606826
454	Vildagliptin	NCT04880161_CF_Vildagliptin	0.608306	0.795914	5.176423520129172	0.0	0.6882644374666594	0.0	0.2753057749866638
455	Ascorbic_acid	NCT04880161_CF_Ascorbic_acid	0.608306	0.795513	5.176423520129172	0.0	0.6876239790197951	0.0	0.27504959160791803
456	Mirabegron	NCT04880161_CF_Mirabegron	0.608306	0.795028	5.176423520129172	0.0	0.6868493597012684	0.0	0.27473974388050737
457	Pralidoxime	NCT04880161_CF_Pralidoxime	0.608306	0.794978	5.176423520129172	0.0	0.6867695020395645	0.0	0.27470780081582585
458	Mebendazole	NCT04880161_CF_Mebendazole	0.608306	0.794148	5.176423520129172	0.0	0.6854438648552819	0.0	0.27417754594211274
459	Clotrimazole	NCT04880161_CF_Clotrimazole	0.608306	0.793727	5.176423520129172	0.0	0.6847714633437361	0.0	0.27390858533749446
460	Dichloroacetic_acid	NCT04880161_CF_Dichloroacetic_acid	0.608306	0.793711	5.176423520129172	0.0	0.6847459088919909	0.0	0.27389836355679636
461	Phenylephrine	NCT04880161_CF_Phenylephrine	0.608306	0.793596	5.176423520129172	0.0	0.6845622362700722	0.0	0.2738248945080289
462	Trimethadione	NCT04880161_CF_Trimethadione	0.608306	0.793348	5.176423520129172	0.0	0.6841661422680215	0.0	0.27366645690720864
463	Filgotinib	NCT04880161_CF_Filgotinib	0.608306	0.793019	5.176423520129172	0.0	0.6836406788540106	0.0	0.27345627154160423
464	Citalopram	NCT04880161_CF_Citalopram	0.608306	0.792947	5.176423520129172	0.0	0.6835256838211571	0.0	0.27341027352846287
465	Norethisterone	NCT04880161_CF_Norethisterone	0.608306	0.792376	5.176423520129172	0.0	0.6826137093244999	0.0	0.2730454837298
466	Cetrorelix	NCT04880161_CF_Cetrorelix	0.608306	0.792354	5.176423520129172	0.0	0.6825785719533504	0.0	0.2730314287813402
467	Daclatasvir	NCT04880161_CF_Daclatasvir	0.608306	0.792331	5.176423520129172	0.0	0.6825418374289666	0.0	0.2730167349715866
468	Pemoline	NCT04880161_CF_Pemoline	0.608306	0.792073	5.176423520129172	0.0	0.6821297718945751	0.0	0.27285190875783005
469	Hydroxocobalamin	NCT04880161_CF_Hydroxocobalamin	0.608306	0.792052	5.176423520129172	0.0	0.6820962316766594	0.0	0.2728384926706638
470	Fesoterodine	NCT04880161_CF_Fesoterodine	0.608306	0.792049	5.176423520129172	0.0	0.6820914402169572	0.0	0.2728365760867829
471	Butorphanol	NCT04880161_CF_Butorphanol	0.608306	0.791976	5.176423520129172	0.0	0.6819748480308698	0.0	0.27278993921234795
472	Indacaterol	NCT04880161_CF_Indacaterol	0.608306	0.791717	5.176423520129172	0.0	0.6815611853432442	0.0	0.2726244741372977
473	Aripiprazole	NCT04880161_CF_Aripiprazole	0.608306	0.791576	5.176423520129172	0.0	0.6813359867372394	0.0	0.27253439469489577
474	Etidocaine	NCT04880161_CF_Etidocaine	0.608306	0.791451	5.176423520129172	0.0	0.6811363425829801	0.0	0.27245453703319206
475	Lysergic_acid_diethy	NCT04880161_CF_Lysergic_acid_diethy	0.608306	0.791219	5.176423520129172	0.0	0.6807658030326745	0.0	0.2723063212130698
476	Granisetron	NCT04880161_CF_Granisetron	0.608306	0.790803	5.176423520129172	0.0	0.6801013872872992	0.0	0.2720405549149197
477	Iloprost	NCT04880161_CF_Iloprost	0.608306	0.790687	5.176423520129172	0.0	0.6799161175121464	0.0	0.27196644700485856
478	Aripiprazole_lauroxi	NCT04880161_CF_Aripiprazole_lauroxi	0.608306	0.790502	5.176423520129172	0.0	0.6796206441638424	0.0	0.27184825766553694
479	Alprazolam	NCT04880161_CF_Alprazolam	0.608306	0.790369	5.176423520129172	0.0	0.6794082227837103	0.0	0.27176328911348413
480	Aztreonam	NCT04880161_CF_Aztreonam	0.608306	0.789555	5.176423520129172	0.0	0.6781081400511728	0.0	0.2712432560204691
481	Flavin_mononucleotid	NCT04880161_CF_Flavin_mononucleotid	0.608306	0.789452	5.176423520129172	0.0	0.6779436332680631	0.0	0.27117745330722526
482	Temazepam	NCT04880161_CF_Temazepam	0.608306	0.7893	5.176423520129172	0.0	0.6777008659764835	0.0	0.2710803463905934
483	Enoximone	NCT04880161_CF_Enoximone	0.608306	0.78911	5.176423520129172	0.0	0.6773974068620091	0.0	0.27095896274480363
484	Telithromycin	NCT04880161_CF_Telithromycin	0.608306	0.788051	5.176423520129172	0.0	0.675706021587123	0.0	0.2702824086348492
485	Altretamine	NCT04880161_CF_Altretamine	0.608306	0.787778	5.176423520129172	0.0	0.6752699987542204	0.0	0.2701079995016882
486	Neostigmine	NCT04880161_CF_Neostigmine	0.608306	0.787526	5.176423520129172	0.0	0.6748675161392333	0.0	0.26994700645569336
487	Sildenafil	NCT04880161_CF_Sildenafil	0.608306	0.787492	5.176423520129172	0.0	0.6748132129292748	0.0	0.26992528517170994
488	Tasimelteon	NCT04880161_CF_Tasimelteon	0.608306	0.787087	5.176423520129172	0.0	0.6741663658694742	0.0	0.2696665463477897
489	Dirithromycin	NCT04880161_CF_Dirithromycin	0.608306	0.786631	5.176423520129172	0.0	0.6734380639947357	0.0	0.2693752255978943
490	Ranolazine	NCT04880161_CF_Ranolazine	0.608306	0.786437	5.176423520129172	0.0	0.6731282162673252	0.0	0.2692512865069301
491	Nifedipine	NCT04880161_CF_Nifedipine	0.608306	0.786368	5.176423520129172	0.0	0.6730180126941738	0.0	0.26920720507766954
492	Buspirone	NCT04880161_CF_Buspirone	0.608306	0.785545	5.176423520129172	0.0	0.6717035555825298	0.0	0.26868142223301195
493	Chlorthalidone	NCT04880161_CF_Chlorthalidone	0.608306	0.785516	5.176423520129172	0.0	0.6716572381387415	0.0	0.2686628952554966
494	Noscapine	NCT04880161_CF_Noscapine	0.608306	0.785221	5.176423520129172	0.0	0.6711860779346891	0.0	0.26847443117387565
495	Reboxetine	NCT04880161_CF_Reboxetine	0.608306	0.784942	5.176423520129172	0.0	0.6707404721823822	0.0	0.26829618887295287
496	Demeclocycline	NCT04880161_CF_Demeclocycline	0.608306	0.784608	5.176423520129172	0.0	0.6702070230022008	0.0	0.26808280920088035
497	Voglibose	NCT04880161_CF_Voglibose	0.608306	0.783641	5.176423520129172	0.0	0.6686625758248498	0.0	0.2674650303299399
498	Xamoterol	NCT04880161_CF_Xamoterol	0.608306	0.782615	5.176423520129172	0.0	0.6670238966066881	0.0	0.26680955864267525
499	Perindopril	NCT04880161_CF_Perindopril	0.608306	0.782468	5.176423520129172	0.0	0.6667891150812791	0.0	0.2667156460325117
500	Zonisamide	NCT04880161_CF_Zonisamide	0.608306	0.782283	5.176423520129172	0.0	0.6664936417329751	0.0	0.26659745669319007
501	Metyrapone	NCT04880161_CF_Metyrapone	0.608306	0.782245	5.176423520129172	0.0	0.6664329499100802	0.0	0.26657317996403207
502	Dibenzepin	NCT04880161_CF_Dibenzepin	0.608306	0.782187	5.176423520129172	0.0	0.6663403150225038	0.0	0.2665361260090015
503	Testosterone_propion	NCT04880161_CF_Testosterone_propion	0.608306	0.781818	5.176423520129172	0.0	0.66575096547913	0.0	0.266300386191652
504	Mepivacaine	NCT04880161_CF_Mepivacaine	0.608306	0.781668	5.176423520129172	0.0	0.6655113924940187	0.0	0.2662045569976075
505	Etonogestrel	NCT04880161_CF_Etonogestrel	0.608306	0.781616	5.176423520129172	0.0	0.6654283405258467	0.0	0.26617133621033867
506	Acetohydroxamic_acid	NCT04880161_CF_Acetohydroxamic_acid	0.608306	0.781575	5.176423520129172	0.0	0.6653628572432496	0.0	0.26614514289729985
507	Etravirine	NCT04880161_CF_Etravirine	0.608306	0.781081	5.176423520129172	0.0	0.6645738635456163	0.0	0.26582954541824655
508	Benznidazole	NCT04880161_CF_Benznidazole	0.608306	0.781002	5.176423520129172	0.0	0.6644476884401243	0.0	0.2657790753760497
509	Methoxsalen	NCT04880161_CF_Methoxsalen	0.608306	0.78094	5.176423520129172	0.0	0.6643486649396115	0.0	0.26573946597584464
510	Cefoxitin	NCT04880161_CF_Cefoxitin	0.608306	0.78044	5.176423520129172	0.0	0.6635500883225739	0.0	0.2654200353290296
511	Cannabidiol	NCT04880161_CF_Cannabidiol	0.608306	0.78026	5.176423520129172	0.0	0.6632626007404402	0.0	0.2653050402961761
512	Stiripentol	NCT04880161_CF_Stiripentol	0.608306	0.780137	5.176423520129172	0.0	0.6630661508926489	0.0	0.26522646035705955
513	Maraviroc	NCT04880161_CF_Maraviroc	0.608306	0.780095	5.176423520129172	0.0	0.6629990704568177	0.0	0.2651996281827271
514	Dalfampridine	NCT04880161_CF_Dalfampridine	0.608306	0.779402	5.176423520129172	0.0	0.6618922432656035	0.0	0.2647568973062414
515	Niacin	NCT04880161_CF_Niacin	0.608306	0.779047	5.176423520129172	0.0	0.6613252538675066	0.0	0.2645301015470027
516	Tolcapone	NCT04880161_CF_Tolcapone	0.608306	0.778966	5.176423520129172	0.0	0.6611958844555464	0.0	0.26447835378221857
517	Triclocarban	NCT04880161_CF_Triclocarban	0.608306	0.778947	5.176423520129172	0.0	0.6611655385440989	0.0	0.26446621541763954
518	Isosorbide_mononitra	NCT04880161_CF_Isosorbide_mononitra	0.608306	0.778164	5.176423520129172	0.0	0.6599149675618178	0.0	0.2639659870247271
519	Clopidogrel	NCT04880161_CF_Clopidogrel	0.608306	0.777439	5.176423520129172	0.0	0.658757031467113	0.0	0.2635028125868452
520	Ciprofibrate	NCT04880161_CF_Ciprofibrate	0.608306	0.777428	5.176423520129172	0.0	0.6587394627815382	0.0	0.2634957851126153
521	Phenelzine	NCT04880161_CF_Phenelzine	0.608306	0.777317	5.176423520129172	0.0	0.6585621787725559	0.0	0.26342487150902233
522	Latanoprostene_bunod	NCT04880161_CF_Latanoprostene_bunod	0.608306	0.777272	5.176423520129172	0.0	0.6584903068770224	0.0	0.263396122750809
523	Famciclovir	NCT04880161_CF_Famciclovir	0.608306	0.777012	5.176423520129172	0.0	0.6580750470361628	0.0	0.2632300188144651
524	Methyltestosterone	NCT04880161_CF_Methyltestosterone	0.608306	0.776832	5.176423520129172	0.0	0.6577875594540291	0.0	0.26311502378161167
525	Rolapitant	NCT04880161_CF_Rolapitant	0.608306	0.776823	5.176423520129172	0.0	0.6577731850749226	0.0	0.26310927402996903
526	Ampicillin	NCT04880161_CF_Ampicillin	0.608306	0.776758	5.176423520129172	0.0	0.6576693701147075	0.0	0.263067748045883
527	Aminophylline	NCT04880161_CF_Aminophylline	0.608306	0.776618	5.176423520129172	0.0	0.657445768661937	0.0	0.26297830746477485
528	Carisoprodol	NCT04880161_CF_Carisoprodol	0.608306	0.776369	5.176423520129172	0.0	0.6570480775066521	0.0	0.26281923100266086
529	Mazindol	NCT04880161_CF_Mazindol	0.608306	0.776289	5.176423520129172	0.0	0.6569203052479261	0.0	0.26276812209917044
530	Chlorotrianisene	NCT04880161_CF_Chlorotrianisene	0.608306	0.776209	5.176423520129172	0.0	0.6567925329892	0.0	0.26271701319568
531	Osilodrostat	NCT04880161_CF_Osilodrostat	0.608306	0.77578	5.176423520129172	0.0	0.6561073542517817	0.0	0.2624429417007127
532	Quinine	NCT04880161_CF_Quinine	0.608306	0.775733	5.176423520129172	0.0	0.6560322880497801	0.0	0.26241291521991206
533	Minocycline	NCT04880161_CF_Minocycline	0.608306	0.775504	5.176423520129172	0.0	0.6556665399591767	0.0	0.2622666159836707
534	Ivermectin	NCT04880161_CF_Ivermectin	0.608306	0.775372	5.176423520129172	0.0	0.6554557157322787	0.0	0.26218228629291146
535	Bepridil	NCT04880161_CF_Bepridil	0.608306	0.775173	5.176423520129172	0.0	0.6551378822386977	0.0	0.2620551528954791
536	Fumaric_Acid	NCT04880161_CF_Fumaric_Acid	0.608306	0.775096	5.176423520129172	0.0	0.6550149014396739	0.0	0.26200596057586956
537	Testolactone	NCT04880161_CF_Testolactone	0.608306	0.775021	5.176423520129172	0.0	0.6548951149471182	0.0	0.26195804597884725
538	Artemether	NCT04880161_CF_Artemether	0.608306	0.774462	5.176423520129172	0.0	0.6540023062892699	0.0	0.261600922515708
539	Alfuzosin	NCT04880161_CF_Alfuzosin	0.608306	0.774424	5.176423520129172	0.0	0.6539416144663751	0.0	0.26157664578655004
540	Moxidectin	NCT04880161_CF_Moxidectin	0.608306	0.774348	5.176423520129172	0.0	0.6538202308205854	0.0	0.26152809232823415
541	Nafarelin	NCT04880161_CF_Nafarelin	0.608306	0.773674	5.176423520129172	0.0	0.6527437495408184	0.0	0.26109749981632735
542	Triethylenetetramine	NCT04880161_CF_Triethylenetetramine	0.608306	0.773413	5.176423520129172	0.0	0.6523268925467247	0.0	0.2609307570186899
543	Labetalol	NCT04880161_CF_Labetalol	0.608306	0.773289	5.176423520129172	0.0	0.6521288455456994	0.0	0.2608515382182798
544	Dipyridamole	NCT04880161_CF_Dipyridamole	0.608306	0.773176	5.176423520129172	0.0	0.6519483672302487	0.0	0.26077934689209953
545	Guanethidine	NCT04880161_CF_Guanethidine	0.608306	0.773077	5.176423520129172	0.0	0.6517902490600753	0.0	0.26071609962403014
546	Nabilone	NCT04880161_CF_Nabilone	0.608306	0.77307	5.176423520129172	0.0	0.6517790689874369	0.0	0.26071162759497474
547	Adenosine_phosphate	NCT04880161_CF_Adenosine_phosphate	0.608306	0.773052	5.176423520129172	0.0	0.6517503202292233	0.0	0.26070012809168935
548	Tolterodine	NCT04880161_CF_Tolterodine	0.608306	0.772873	5.176423520129172	0.0	0.6514644298003239	0.0	0.2605857719201296
549	Mecamylamine	NCT04880161_CF_Mecamylamine	0.608306	0.772741	5.176423520129172	0.0	0.6512536055734259	0.0	0.2605014422293704
550	Piribedil	NCT04880161_CF_Piribedil	0.608306	0.772724	5.176423520129172	0.0	0.6512264539684466	0.0	0.26049058158737864
551	Nialamide	NCT04880161_CF_Nialamide	0.608306	0.772702	5.176423520129172	0.0	0.651191316597297	0.0	0.2604765266389188
552	Metacycline	NCT04880161_CF_Metacycline	0.608306	0.772688	5.176423520129172	0.0	0.65116895645202	0.0	0.260467582580808
553	Rifampicin	NCT04880161_CF_Rifampicin	0.608306	0.772474	5.176423520129172	0.0	0.6508271656599277	0.0	0.2603308662639711
554	Nikethamide	NCT04880161_CF_Nikethamide	0.608306	0.772226	5.176423520129172	0.0	0.650431071657877	0.0	0.26017242866315077
555	Thiotepa	NCT04880161_CF_Thiotepa	0.608306	0.772125	5.176423520129172	0.0	0.6502697591812353	0.0	0.26010790367249415
556	Flibanserin	NCT04880161_CF_Flibanserin	0.608306	0.772093	5.176423520129172	0.0	0.650218650277745	0.0	0.260087460111098
557	Cabergoline	NCT04880161_CF_Cabergoline	0.608306	0.772091	5.176423520129172	0.0	0.6502154559712767	0.0	0.2600861823885107
558	Enalaprilat	NCT04880161_CF_Enalaprilat	0.608306	0.772078	5.176423520129172	0.0	0.6501946929792338	0.0	0.26007787719169356
559	Methylergometrine	NCT04880161_CF_Methylergometrine	0.608306	0.772007	5.176423520129172	0.0	0.6500812950996144	0.0	0.2600325180398458
560	Quinidine	NCT04880161_CF_Quinidine	0.608306	0.77163	5.176423520129172	0.0	0.649479168330368	0.0	0.2597916673321472
561	Amphetamine	NCT04880161_CF_Amphetamine	0.608306	0.771524	5.176423520129172	0.0	0.6493098700875559	0.0	0.25972394803502236
562	Dextroamphetamine	NCT04880161_CF_Dextroamphetamine	0.608306	0.771524	5.176423520129172	0.0	0.6493098700875559	0.0	0.25972394803502236
563	Sertindole	NCT04880161_CF_Sertindole	0.608306	0.771191	5.176423520129172	0.0	0.6487780180606086	0.0	0.2595112072242435
564	Erythromycin	NCT04880161_CF_Erythromycin	0.608306	0.771033	5.176423520129172	0.0	0.6485256678496247	0.0	0.2594102671398499
565	Quercetin	NCT04880161_CF_Quercetin	0.608306	0.771018	5.176423520129172	0.0	0.6485017105511136	0.0	0.25940068422044543
566	Nitrendipine	NCT04880161_CF_Nitrendipine	0.608306	0.770934	5.176423520129172	0.0	0.6483675496794513	0.0	0.25934701987178055
567	Tiagabine	NCT04880161_CF_Tiagabine	0.608306	0.770751	5.176423520129172	0.0	0.6480752706376154	0.0	0.25923010825504617
568	Aliskiren	NCT04880161_CF_Aliskiren	0.608306	0.770587	5.176423520129172	0.0	0.6478133375072271	0.0	0.25912533500289087
569	Acetylcholine	NCT04880161_CF_Acetylcholine	0.608306	0.77055	5.176423520129172	0.0	0.6477542428375662	0.0	0.2591016971350265
570	Benzoyl_peroxide	NCT04880161_CF_Benzoyl_peroxide	0.608306	0.770364	5.176423520129172	0.0	0.6474571723360283	0.0	0.2589828689344113
571	Alogliptin	NCT04880161_CF_Alogliptin	0.608306	0.770245	5.176423520129172	0.0	0.6472671111011732	0.0	0.2589068444404693
572	Fluoxetine	NCT04880161_CF_Fluoxetine	0.608306	0.770193	5.176423520129172	0.0	0.6471840591330014	0.0	0.25887362365320055
573	Lorcaserin	NCT04880161_CF_Lorcaserin	0.608306	0.770129	5.176423520129172	0.0	0.6470818413260204	0.0	0.25883273653040817
574	Decamethonium	NCT04880161_CF_Decamethonium	0.608306	0.769607	5.176423520129172	0.0	0.6462481273378331	0.0	0.25849925093513326
575	Busulfan	NCT04880161_CF_Busulfan	0.608306	0.769517	5.176423520129172	0.0	0.6461043835467662	0.0	0.2584417534187065
576	Pitolisant	NCT04880161_CF_Pitolisant	0.608306	0.769179	5.176423520129172	0.0	0.6455645457536486	0.0	0.25822581830145946
577	Enoxacin	NCT04880161_CF_Enoxacin	0.608306	0.769152	5.176423520129172	0.0	0.6455214226163285	0.0	0.2582085690465314
578	Cefaclor	NCT04880161_CF_Cefaclor	0.608306	0.769021	5.176423520129172	0.0	0.6453121955426646	0.0	0.25812487821706587
579	Choline_C_11	NCT04880161_CF_Choline_C_11	0.608306	0.768667	5.176423520129172	0.0	0.644746803297802	0.0	0.2578987213191208
