rank,drug,file,P_drug_gt_placebo,P_placebo_gt_drug
304,Tirofiban,result_trial_data_NCT04809974_CF_Tirofiban.json,0.523650,0.476350
305,Pentamidine,result_trial_data_NCT04809974_CF_Pentamidine.json,0.523648,0.476352
306,Nicardipine,result_trial_data_NCT04809974_CF_Nicardipine.json,0.523640,0.476360
307,Cystine,result_trial_data_NCT04809974_CF_Cystine.json,0.523622,0.476378
308,Myristic_acid,result_trial_data_NCT04809974_CF_Myristic_acid.json,0.523615,0.476385
309,Reserpine,result_trial_data_NCT04809974_CF_Reserpine.json,0.523601,0.476399
310,Butobarbital,result_trial_data_NCT04809974_CF_Butobarbital.json,0.523599,0.476401
311,Penciclovir,result_trial_data_NCT04809974_CF_Penciclovir.json,0.523599,0.476401
312,Desloratadine,result_trial_data_NCT04809974_CF_Desloratadine.json,0.523596,0.476404
313,Ebastine,result_trial_data_NCT04809974_CF_Ebastine.json,0.523594,0.476406
314,Ipratropium,result_trial_data_NCT04809974_CF_Ipratropium.json,0.523593,0.476407
315,Diazepam,result_trial_data_NCT04809974_CF_Diazepam.json,0.523592,0.476408
316,Mafenide,result_trial_data_NCT04809974_CF_Mafenide.json,0.523588,0.476412
317,Finasteride,result_trial_data_NCT04809974_CF_Finasteride.json,0.523586,0.476414
318,Ketotifen,result_trial_data_NCT04809974_CF_Ketotifen.json,0.523566,0.476434
319,Linezolid,result_trial_data_NCT04809974_CF_Linezolid.json,0.523563,0.476437
320,Tranexamic_acid,result_trial_data_NCT04809974_CF_Tranexamic_acid.json,0.523556,0.476444
321,Diclofenamide,result_trial_data_NCT04809974_CF_Diclofenamide.json,0.523554,0.476446
322,Tafluprost,result_trial_data_NCT04809974_CF_Tafluprost.json,0.523553,0.476447
323,Artemether,result_trial_data_NCT04809974_CF_Artemether.json,0.523540,0.476460
324,Brimonidine,result_trial_data_NCT04809974_CF_Brimonidine.json,0.523533,0.476467
325,Phylloquinone,result_trial_data_NCT04809974_CF_Phylloquinone.json,0.523518,0.476482
326,Streptomycin,result_trial_data_NCT04809974_CF_Streptomycin.json,0.523506,0.476494
327,Bimatoprost,result_trial_data_NCT04809974_CF_Bimatoprost.json,0.523501,0.476499
328,Nilutamide,result_trial_data_NCT04809974_CF_Nilutamide.json,0.523496,0.476504
329,Oxprenolol,result_trial_data_NCT04809974_CF_Oxprenolol.json,0.523495,0.476505
330,Iohexol,result_trial_data_NCT04809974_CF_Iohexol.json,0.523492,0.476508
331,Moclobemide,result_trial_data_NCT04809974_CF_Moclobemide.json,0.523491,0.476509
332,Toloxatone,result_trial_data_NCT04809974_CF_Toloxatone.json,0.523490,0.476510
333,Mesoridazine,result_trial_data_NCT04809974_CF_Mesoridazine.json,0.523485,0.476515
334,Vinblastine,result_trial_data_NCT04809974_CF_Vinblastine.json,0.523472,0.476528
335,Oxazepam,result_trial_data_NCT04809974_CF_Oxazepam.json,0.523466,0.476534
336,Zolpidem,result_trial_data_NCT04809974_CF_Zolpidem.json,0.523464,0.476536
337,Pyrimethamine,result_trial_data_NCT04809974_CF_Pyrimethamine.json,0.523459,0.476541
338,Mitotane,result_trial_data_NCT04809974_CF_Mitotane.json,0.523447,0.476553
339,Azilsartan_medoxomil,result_trial_data_NCT04809974_CF_Azilsartan_medoxomil.json,0.523441,0.476559
340,Zidovudine,result_trial_data_NCT04809974_CF_Zidovudine.json,0.523438,0.476562
341,Glutathione_disulfid,result_trial_data_NCT04809974_CF_Glutathione_disulfid.json,0.523436,0.476564
342,Pentoxifylline,result_trial_data_NCT04809974_CF_Pentoxifylline.json,0.523417,0.476583
343,Cinnarizine,result_trial_data_NCT04809974_CF_Cinnarizine.json,0.523413,0.476587
344,Clofarabine,result_trial_data_NCT04809974_CF_Clofarabine.json,0.523412,0.476588
345,Ziprasidone,result_trial_data_NCT04809974_CF_Ziprasidone.json,0.523405,0.476595
346,Ursodeoxycholic_acid,result_trial_data_NCT04809974_CF_Ursodeoxycholic_acid.json,0.523403,0.476597
347,Trihexyphenidyl,result_trial_data_NCT04809974_CF_Trihexyphenidyl.json,0.523389,0.476611
348,Brompheniramine,result_trial_data_NCT04809974_CF_Brompheniramine.json,0.523389,0.476611
349,Dexbrompheniramine,result_trial_data_NCT04809974_CF_Dexbrompheniramine.json,0.523389,0.476611
350,Ozanimod,result_trial_data_NCT04809974_CF_Ozanimod.json,0.523388,0.476612
351,Axitinib,result_trial_data_NCT04809974_CF_Axitinib.json,0.523376,0.476624
352,Terconazole,result_trial_data_NCT04809974_CF_Terconazole.json,0.523362,0.476638
353,Terbinafine,result_trial_data_NCT04809974_CF_Terbinafine.json,0.523361,0.476639
354,Hydroxyzine,result_trial_data_NCT04809974_CF_Hydroxyzine.json,0.523359,0.476641
355,Acitretin,result_trial_data_NCT04809974_CF_Acitretin.json,0.523358,0.476642
356,Amlexanox,result_trial_data_NCT04809974_CF_Amlexanox.json,0.523345,0.476655
357,Omeprazole,result_trial_data_NCT04809974_CF_Omeprazole.json,0.523337,0.476663
358,Auranofin,result_trial_data_NCT04809974_CF_Auranofin.json,0.523336,0.476664
359,Nintedanib,result_trial_data_NCT04809974_CF_Nintedanib.json,0.523335,0.476665
360,Glutethimide,result_trial_data_NCT04809974_CF_Glutethimide.json,0.523333,0.476667
361,Tetrabromo_2_Benzotr,result_trial_data_NCT04809974_CF_Tetrabromo_2_Benzotr.json,0.523324,0.476676
362,Dimethyl_fumarate,result_trial_data_NCT04809974_CF_Dimethyl_fumarate.json,0.523311,0.476689
363,Antazoline,result_trial_data_NCT04809974_CF_Antazoline.json,0.523308,0.476692
364,Triazolam,result_trial_data_NCT04809974_CF_Triazolam.json,0.523306,0.476694
365,Pyridostigmine,result_trial_data_NCT04809974_CF_Pyridostigmine.json,0.523306,0.476694
366,Rocuronium,result_trial_data_NCT04809974_CF_Rocuronium.json,0.523298,0.476702
367,Cianidanol,result_trial_data_NCT04809974_CF_Cianidanol.json,0.523285,0.476715
368,Nimesulide,result_trial_data_NCT04809974_CF_Nimesulide.json,0.523276,0.476724
369,Bezafibrate,result_trial_data_NCT04809974_CF_Bezafibrate.json,0.523274,0.476726
370,Fulvestrant,result_trial_data_NCT04809974_CF_Fulvestrant.json,0.523262,0.476738
371,Lasmiditan,result_trial_data_NCT04809974_CF_Lasmiditan.json,0.523260,0.476740
372,Formestane,result_trial_data_NCT04809974_CF_Formestane.json,0.523257,0.476743
373,Romidepsin,result_trial_data_NCT04809974_CF_Romidepsin.json,0.523255,0.476745
374,Roxadustat,result_trial_data_NCT04809974_CF_Roxadustat.json,0.523239,0.476761
375,Clofazimine,result_trial_data_NCT04809974_CF_Clofazimine.json,0.523237,0.476763
376,Simvastatin,result_trial_data_NCT04809974_CF_Simvastatin.json,0.523230,0.476770
377,Mycophenolic_acid,result_trial_data_NCT04809974_CF_Mycophenolic_acid.json,0.523229,0.476771
378,Amikacin,result_trial_data_NCT04809974_CF_Amikacin.json,0.523227,0.476773
379,Palonosetron,result_trial_data_NCT04809974_CF_Palonosetron.json,0.523224,0.476776
380,Tafamidis,result_trial_data_NCT04809974_CF_Tafamidis.json,0.523217,0.476783
381,Sorafenib,result_trial_data_NCT04809974_CF_Sorafenib.json,0.523216,0.476784
382,Eletriptan,result_trial_data_NCT04809974_CF_Eletriptan.json,0.523209,0.476791
383,Minaprine,result_trial_data_NCT04809974_CF_Minaprine.json,0.523203,0.476797
384,Loteprednol_etabonat,result_trial_data_NCT04809974_CF_Loteprednol_etabonat.json,0.523201,0.476799
385,Pergolide,result_trial_data_NCT04809974_CF_Pergolide.json,0.523181,0.476819
386,Menadione,result_trial_data_NCT04809974_CF_Menadione.json,0.523178,0.476822
387,Ethinamate,result_trial_data_NCT04809974_CF_Ethinamate.json,0.523175,0.476825
388,Vancomycin,result_trial_data_NCT04809974_CF_Vancomycin.json,0.523172,0.476828
389,Amphetamine,result_trial_data_NCT04809974_CF_Amphetamine.json,0.523170,0.476830
390,Dextroamphetamine,result_trial_data_NCT04809974_CF_Dextroamphetamine.json,0.523170,0.476830
391,Belinostat,result_trial_data_NCT04809974_CF_Belinostat.json,0.523168,0.476832
392,Lomustine,result_trial_data_NCT04809974_CF_Lomustine.json,0.523168,0.476832
393,Methionine,result_trial_data_NCT04809974_CF_Methionine.json,0.523165,0.476835
394,Carmustine,result_trial_data_NCT04809974_CF_Carmustine.json,0.523161,0.476839
395,Lurasidone,result_trial_data_NCT04809974_CF_Lurasidone.json,0.523158,0.476842
396,Tretinoin,result_trial_data_NCT04809974_CF_Tretinoin.json,0.523158,0.476842
397,Carvedilol,result_trial_data_NCT04809974_CF_Carvedilol.json,0.523157,0.476843
398,Bendazac,result_trial_data_NCT04809974_CF_Bendazac.json,0.523155,0.476845
399,Eflornithine,result_trial_data_NCT04809974_CF_Eflornithine.json,0.523147,0.476853
400,Pazopanib,result_trial_data_NCT04809974_CF_Pazopanib.json,0.523144,0.476856
401,Tolazoline,result_trial_data_NCT04809974_CF_Tolazoline.json,0.523139,0.476861
402,Rosuvastatin,result_trial_data_NCT04809974_CF_Rosuvastatin.json,0.523133,0.476867
403,Flucytosine,result_trial_data_NCT04809974_CF_Flucytosine.json,0.523132,0.476868
404,Acenocoumarol,result_trial_data_NCT04809974_CF_Acenocoumarol.json,0.523119,0.476881
405,Ozagrel,result_trial_data_NCT04809974_CF_Ozagrel.json,0.523111,0.476889
406,Lorcaserin,result_trial_data_NCT04809974_CF_Lorcaserin.json,0.523109,0.476891
407,Darunavir,result_trial_data_NCT04809974_CF_Darunavir.json,0.523107,0.476893
408,Coenzyme_M,result_trial_data_NCT04809974_CF_Coenzyme_M.json,0.523104,0.476896
409,Azelastine,result_trial_data_NCT04809974_CF_Azelastine.json,0.523104,0.476896
410,Methyprylon,result_trial_data_NCT04809974_CF_Methyprylon.json,0.523101,0.476899
411,Hexaminolevulinate,result_trial_data_NCT04809974_CF_Hexaminolevulinate.json,0.523099,0.476901
412,Delafloxacin,result_trial_data_NCT04809974_CF_Delafloxacin.json,0.523080,0.476920
413,Tamoxifen,result_trial_data_NCT04809974_CF_Tamoxifen.json,0.523078,0.476922
414,Capsaicin,result_trial_data_NCT04809974_CF_Capsaicin.json,0.523076,0.476924
415,Bisoprolol,result_trial_data_NCT04809974_CF_Bisoprolol.json,0.523072,0.476928
416,Clonazepam,result_trial_data_NCT04809974_CF_Clonazepam.json,0.523070,0.476930
417,Fluvoxamine,result_trial_data_NCT04809974_CF_Fluvoxamine.json,0.523068,0.476932
418,Topotecan,result_trial_data_NCT04809974_CF_Topotecan.json,0.523051,0.476949
419,Butalbital,result_trial_data_NCT04809974_CF_Butalbital.json,0.523049,0.476951
420,Perampanel,result_trial_data_NCT04809974_CF_Perampanel.json,0.523049,0.476951
421,Glimepiride,result_trial_data_NCT04809974_CF_Glimepiride.json,0.523047,0.476953
422,Phenytoin,result_trial_data_NCT04809974_CF_Phenytoin.json,0.523042,0.476958
423,Nifedipine,result_trial_data_NCT04809974_CF_Nifedipine.json,0.523033,0.476967
424,Hydroxyurea,result_trial_data_NCT04809974_CF_Hydroxyurea.json,0.523028,0.476972
425,Felbinac,result_trial_data_NCT04809974_CF_Felbinac.json,0.523024,0.476976
426,Ivosidenib,result_trial_data_NCT04809974_CF_Ivosidenib.json,0.523021,0.476979
427,Ganciclovir,result_trial_data_NCT04809974_CF_Ganciclovir.json,0.523019,0.476981
428,Pemoline,result_trial_data_NCT04809974_CF_Pemoline.json,0.523012,0.476988
429,Sulconazole,result_trial_data_NCT04809974_CF_Sulconazole.json,0.523002,0.476998
430,Fenoterol,result_trial_data_NCT04809974_CF_Fenoterol.json,0.522998,0.477002
431,Ketoprofen,result_trial_data_NCT04809974_CF_Ketoprofen.json,0.522996,0.477004
432,Oseltamivir,result_trial_data_NCT04809974_CF_Oseltamivir.json,0.522993,0.477007
433,Letermovir,result_trial_data_NCT04809974_CF_Letermovir.json,0.522965,0.477035
434,Ramipril,result_trial_data_NCT04809974_CF_Ramipril.json,0.522963,0.477037
435,Trimipramine,result_trial_data_NCT04809974_CF_Trimipramine.json,0.522959,0.477041
436,Salicylic_acid,result_trial_data_NCT04809974_CF_Salicylic_acid.json,0.522951,0.477049
437,Ambrisentan,result_trial_data_NCT04809974_CF_Ambrisentan.json,0.522950,0.477050
438,Indigotindisulfonic_,result_trial_data_NCT04809974_CF_Indigotindisulfonic_.json,0.522949,0.477051
439,Isoniazid,result_trial_data_NCT04809974_CF_Isoniazid.json,0.522946,0.477054
440,Clenbuterol,result_trial_data_NCT04809974_CF_Clenbuterol.json,0.522946,0.477054
441,Crizotinib,result_trial_data_NCT04809974_CF_Crizotinib.json,0.522944,0.477056
442,Vincamine,result_trial_data_NCT04809974_CF_Vincamine.json,0.522941,0.477059
443,Sunitinib,result_trial_data_NCT04809974_CF_Sunitinib.json,0.522936,0.477064
444,Salmeterol,result_trial_data_NCT04809974_CF_Salmeterol.json,0.522935,0.477065
445,Probenecid,result_trial_data_NCT04809974_CF_Probenecid.json,0.522926,0.477074
446,Ethinylestradiol,result_trial_data_NCT04809974_CF_Ethinylestradiol.json,0.522925,0.477075
447,Oxatomide,result_trial_data_NCT04809974_CF_Oxatomide.json,0.522920,0.477080
448,Ampicillin,result_trial_data_NCT04809974_CF_Ampicillin.json,0.522909,0.477091
449,Methoxsalen,result_trial_data_NCT04809974_CF_Methoxsalen.json,0.522909,0.477091
450,Capecitabine,result_trial_data_NCT04809974_CF_Capecitabine.json,0.522891,0.477109
451,Dacarbazine,result_trial_data_NCT04809974_CF_Dacarbazine.json,0.522886,0.477114
452,Benzyl_alcohol,result_trial_data_NCT04809974_CF_Benzyl_alcohol.json,0.522882,0.477118
453,Naftopidil,result_trial_data_NCT04809974_CF_Naftopidil.json,0.522881,0.477119
454,Glucosamine,result_trial_data_NCT04809974_CF_Glucosamine.json,0.522880,0.477120
455,Primidone,result_trial_data_NCT04809974_CF_Primidone.json,0.522874,0.477126
456,Calcipotriol,result_trial_data_NCT04809974_CF_Calcipotriol.json,0.522873,0.477127
457,Bendamustine,result_trial_data_NCT04809974_CF_Bendamustine.json,0.522864,0.477136
458,Quinagolide,result_trial_data_NCT04809974_CF_Quinagolide.json,0.522862,0.477138
459,Amantadine,result_trial_data_NCT04809974_CF_Amantadine.json,0.522856,0.477144
460,Idebenone,result_trial_data_NCT04809974_CF_Idebenone.json,0.522851,0.477149
461,Ritodrine,result_trial_data_NCT04809974_CF_Ritodrine.json,0.522849,0.477151
462,Olodaterol,result_trial_data_NCT04809974_CF_Olodaterol.json,0.522849,0.477151
463,Tetryzoline,result_trial_data_NCT04809974_CF_Tetryzoline.json,0.522843,0.477157
464,Nevirapine,result_trial_data_NCT04809974_CF_Nevirapine.json,0.522843,0.477157
465,Lumacaftor,result_trial_data_NCT04809974_CF_Lumacaftor.json,0.522840,0.477160
466,Quercetin,result_trial_data_NCT04809974_CF_Quercetin.json,0.522831,0.477169
467,Clobazam,result_trial_data_NCT04809974_CF_Clobazam.json,0.522805,0.477195
468,Lornoxicam,result_trial_data_NCT04809974_CF_Lornoxicam.json,0.522804,0.477196
469,Cinoxacin,result_trial_data_NCT04809974_CF_Cinoxacin.json,0.522800,0.477200
470,Mephenytoin,result_trial_data_NCT04809974_CF_Mephenytoin.json,0.522796,0.477204
471,Zaleplon,result_trial_data_NCT04809974_CF_Zaleplon.json,0.522793,0.477207
472,Ibutilide,result_trial_data_NCT04809974_CF_Ibutilide.json,0.522792,0.477208
473,Foscarnet,result_trial_data_NCT04809974_CF_Foscarnet.json,0.522792,0.477208
474,Fexofenadine,result_trial_data_NCT04809974_CF_Fexofenadine.json,0.522790,0.477210
475,Levetiracetam,result_trial_data_NCT04809974_CF_Levetiracetam.json,0.522788,0.477212
476,Carbamazepine,result_trial_data_NCT04809974_CF_Carbamazepine.json,0.522783,0.477217
477,Cabozantinib,result_trial_data_NCT04809974_CF_Cabozantinib.json,0.522781,0.477219
478,Phenylbutazone,result_trial_data_NCT04809974_CF_Phenylbutazone.json,0.522779,0.477221
479,Daunorubicin,result_trial_data_NCT04809974_CF_Daunorubicin.json,0.522762,0.477238
480,Olaparib,result_trial_data_NCT04809974_CF_Olaparib.json,0.522762,0.477238
481,Secobarbital,result_trial_data_NCT04809974_CF_Secobarbital.json,0.522760,0.477240
482,Bortezomib,result_trial_data_NCT04809974_CF_Bortezomib.json,0.522758,0.477242
483,Glipizide,result_trial_data_NCT04809974_CF_Glipizide.json,0.522752,0.477248
484,Bromodiphenhydramine,result_trial_data_NCT04809974_CF_Bromodiphenhydramine.json,0.522750,0.477250
485,Crisaborole,result_trial_data_NCT04809974_CF_Crisaborole.json,0.522747,0.477253
486,Ascorbic_acid,result_trial_data_NCT04809974_CF_Ascorbic_acid.json,0.522730,0.477270
487,Vigabatrin,result_trial_data_NCT04809974_CF_Vigabatrin.json,0.522727,0.477273
488,Loratadine,result_trial_data_NCT04809974_CF_Loratadine.json,0.522724,0.477276
489,Benzoyl_peroxide,result_trial_data_NCT04809974_CF_Benzoyl_peroxide.json,0.522718,0.477282
490,Meloxicam,result_trial_data_NCT04809974_CF_Meloxicam.json,0.522706,0.477294
491,Acetylcysteine,result_trial_data_NCT04809974_CF_Acetylcysteine.json,0.522704,0.477296
492,Mecamylamine,result_trial_data_NCT04809974_CF_Mecamylamine.json,0.522701,0.477299
493,Clomifene,result_trial_data_NCT04809974_CF_Clomifene.json,0.522697,0.477303
494,Flunitrazepam,result_trial_data_NCT04809974_CF_Flunitrazepam.json,0.522696,0.477304
495,Monobenzone,result_trial_data_NCT04809974_CF_Monobenzone.json,0.522680,0.477320
496,Protriptyline,result_trial_data_NCT04809974_CF_Protriptyline.json,0.522673,0.477327
497,Vemurafenib,result_trial_data_NCT04809974_CF_Vemurafenib.json,0.522669,0.477331
498,Etoricoxib,result_trial_data_NCT04809974_CF_Etoricoxib.json,0.522663,0.477337
499,Ibudilast,result_trial_data_NCT04809974_CF_Ibudilast.json,0.522660,0.477340
500,Paliperidone,result_trial_data_NCT04809974_CF_Paliperidone.json,0.522658,0.477342
501,Sulfaguanidine,result_trial_data_NCT04809974_CF_Sulfaguanidine.json,0.522656,0.477344
502,Gentian_violet_catio,result_trial_data_NCT04809974_CF_Gentian_violet_catio.json,0.522650,0.477350
503,Ezetimibe,result_trial_data_NCT04809974_CF_Ezetimibe.json,0.522645,0.477355
504,Articaine,result_trial_data_NCT04809974_CF_Articaine.json,0.522644,0.477356
505,Ephedrine,result_trial_data_NCT04809974_CF_Ephedrine.json,0.522629,0.477371
506,Candesartan_cilexeti,result_trial_data_NCT04809974_CF_Candesartan_cilexeti.json,0.522623,0.477377
507,Buspirone,result_trial_data_NCT04809974_CF_Buspirone.json,0.522618,0.477382
508,Cocaine,result_trial_data_NCT04809974_CF_Cocaine.json,0.522614,0.477386
509,Riluzole,result_trial_data_NCT04809974_CF_Riluzole.json,0.522607,0.477393
510,Tropicamide,result_trial_data_NCT04809974_CF_Tropicamide.json,0.522602,0.477398
511,Dextromethorphan,result_trial_data_NCT04809974_CF_Dextromethorphan.json,0.522596,0.477404
512,Reboxetine,result_trial_data_NCT04809974_CF_Reboxetine.json,0.522593,0.477407
513,Phenoxybenzamine,result_trial_data_NCT04809974_CF_Phenoxybenzamine.json,0.522587,0.477413
514,Emtricitabine,result_trial_data_NCT04809974_CF_Emtricitabine.json,0.522581,0.477419
515,Aprepitant,result_trial_data_NCT04809974_CF_Aprepitant.json,0.522575,0.477425
516,Zileuton,result_trial_data_NCT04809974_CF_Zileuton.json,0.522573,0.477427
517,Coumarin,result_trial_data_NCT04809974_CF_Coumarin.json,0.522573,0.477427
518,Almotriptan,result_trial_data_NCT04809974_CF_Almotriptan.json,0.522567,0.477433
519,Venetoclax,result_trial_data_NCT04809974_CF_Venetoclax.json,0.522563,0.477437
520,Mycophenolate_mofeti,result_trial_data_NCT04809974_CF_Mycophenolate_mofeti.json,0.522553,0.477447
521,Nomifensine,result_trial_data_NCT04809974_CF_Nomifensine.json,0.522551,0.477449
522,Dequalinium,result_trial_data_NCT04809974_CF_Dequalinium.json,0.522551,0.477449
523,Amsacrine,result_trial_data_NCT04809974_CF_Amsacrine.json,0.522544,0.477456
524,Alitretinoin,result_trial_data_NCT04809974_CF_Alitretinoin.json,0.522529,0.477471
525,Propafenone,result_trial_data_NCT04809974_CF_Propafenone.json,0.522529,0.477471
526,Glycopyrronium,result_trial_data_NCT04809974_CF_Glycopyrronium.json,0.522523,0.477477
527,Phenobarbital,result_trial_data_NCT04809974_CF_Phenobarbital.json,0.522508,0.477492
528,Midodrine,result_trial_data_NCT04809974_CF_Midodrine.json,0.522506,0.477494
529,Neostigmine,result_trial_data_NCT04809974_CF_Neostigmine.json,0.522502,0.477498
530,Nalidixic_acid,result_trial_data_NCT04809974_CF_Nalidixic_acid.json,0.522499,0.477501
531,Hydrocortisone_aceta,result_trial_data_NCT04809974_CF_Hydrocortisone_aceta.json,0.522498,0.477502
532,Avatrombopag,result_trial_data_NCT04809974_CF_Avatrombopag.json,0.522497,0.477503
533,Pitavastatin,result_trial_data_NCT04809974_CF_Pitavastatin.json,0.522496,0.477504
534,Tasimelteon,result_trial_data_NCT04809974_CF_Tasimelteon.json,0.522492,0.477508
535,Amitriptyline,result_trial_data_NCT04809974_CF_Amitriptyline.json,0.522489,0.477511
536,Oxcarbazepine,result_trial_data_NCT04809974_CF_Oxcarbazepine.json,0.522480,0.477520
537,Mesalazine,result_trial_data_NCT04809974_CF_Mesalazine.json,0.522477,0.477523
538,Sodium_aurothiomalat,result_trial_data_NCT04809974_CF_Sodium_aurothiomalat.json,0.522463,0.477537
539,Benserazide,result_trial_data_NCT04809974_CF_Benserazide.json,0.522461,0.477539
540,Aztreonam,result_trial_data_NCT04809974_CF_Aztreonam.json,0.522460,0.477540
541,Thiamine,result_trial_data_NCT04809974_CF_Thiamine.json,0.522457,0.477543
542,Tropisetron,result_trial_data_NCT04809974_CF_Tropisetron.json,0.522440,0.477560
543,Lovastatin,result_trial_data_NCT04809974_CF_Lovastatin.json,0.522429,0.477571
544,Citalopram,result_trial_data_NCT04809974_CF_Citalopram.json,0.522423,0.477577
545,Metergoline,result_trial_data_NCT04809974_CF_Metergoline.json,0.522420,0.477580
546,Deserpidine,result_trial_data_NCT04809974_CF_Deserpidine.json,0.522419,0.477581
547,Alprazolam,result_trial_data_NCT04809974_CF_Alprazolam.json,0.522418,0.477582
548,Flavin_mononucleotid,result_trial_data_NCT04809974_CF_Flavin_mononucleotid.json,0.522417,0.477583
549,Pentagastrin,result_trial_data_NCT04809974_CF_Pentagastrin.json,0.522415,0.477585
550,Tranylcypromine,result_trial_data_NCT04809974_CF_Tranylcypromine.json,0.522415,0.477585
551,Acrivastine,result_trial_data_NCT04809974_CF_Acrivastine.json,0.522410,0.477590
552,Cytarabine,result_trial_data_NCT04809974_CF_Cytarabine.json,0.522406,0.477594
553,Hexafluronium,result_trial_data_NCT04809974_CF_Hexafluronium.json,0.522400,0.477600
554,Benzocaine,result_trial_data_NCT04809974_CF_Benzocaine.json,0.522399,0.477601
555,Betamethasone,result_trial_data_NCT04809974_CF_Betamethasone.json,0.522398,0.477602
556,Aminocaproic_acid,result_trial_data_NCT04809974_CF_Aminocaproic_acid.json,0.522390,0.477610
557,Pemirolast,result_trial_data_NCT04809974_CF_Pemirolast.json,0.522386,0.477614
558,Chloramphenicol,result_trial_data_NCT04809974_CF_Chloramphenicol.json,0.522383,0.477617
559,Meprobamate,result_trial_data_NCT04809974_CF_Meprobamate.json,0.522355,0.477645
560,Rimonabant,result_trial_data_NCT04809974_CF_Rimonabant.json,0.522354,0.477646
561,Mitomycin,result_trial_data_NCT04809974_CF_Mitomycin.json,0.522352,0.477648
562,Atropine,result_trial_data_NCT04809974_CF_Atropine.json,0.522344,0.477656
563,Tolmetin,result_trial_data_NCT04809974_CF_Tolmetin.json,0.522341,0.477659
564,Cisplatin,result_trial_data_NCT04809974_CF_Cisplatin.json,0.522341,0.477659
565,Scopolamine,result_trial_data_NCT04809974_CF_Scopolamine.json,0.522335,0.477665
566,Amifampridine,result_trial_data_NCT04809974_CF_Amifampridine.json,0.522332,0.477668
567,Tiagabine,result_trial_data_NCT04809974_CF_Tiagabine.json,0.522328,0.477672
568,Nimodipine,result_trial_data_NCT04809974_CF_Nimodipine.json,0.522319,0.477681
569,Sotalol,result_trial_data_NCT04809974_CF_Sotalol.json,0.522318,0.477682
570,Propofol,result_trial_data_NCT04809974_CF_Propofol.json,0.522312,0.477688
571,Sultamicillin,result_trial_data_NCT04809974_CF_Sultamicillin.json,0.522307,0.477693
572,Tacrine,result_trial_data_NCT04809974_CF_Tacrine.json,0.522302,0.477698
573,Oxitriptan,result_trial_data_NCT04809974_CF_Oxitriptan.json,0.522298,0.477702
574,Dinoprost,result_trial_data_NCT04809974_CF_Dinoprost.json,0.522294,0.477706
575,Meperidine,result_trial_data_NCT04809974_CF_Meperidine.json,0.522288,0.477712
576,Pyrazinamide,result_trial_data_NCT04809974_CF_Pyrazinamide.json,0.522287,0.477713
577,Cidofovir,result_trial_data_NCT04809974_CF_Cidofovir.json,0.522286,0.477714
578,Dihydrocodeine,result_trial_data_NCT04809974_CF_Dihydrocodeine.json,0.522277,0.477723
579,Ceritinib,result_trial_data_NCT04809974_CF_Ceritinib.json,0.522270,0.477730
580,Galantamine,result_trial_data_NCT04809974_CF_Galantamine.json,0.522267,0.477733
581,Famotidine,result_trial_data_NCT04809974_CF_Famotidine.json,0.522264,0.477736
582,Lomitapide,result_trial_data_NCT04809974_CF_Lomitapide.json,0.522259,0.477741
583,Mirabegron,result_trial_data_NCT04809974_CF_Mirabegron.json,0.522246,0.477754
584,Trazodone,result_trial_data_NCT04809974_CF_Trazodone.json,0.522242,0.477758
585,Moricizine,result_trial_data_NCT04809974_CF_Moricizine.json,0.522237,0.477763
586,Ceforanide,result_trial_data_NCT04809974_CF_Ceforanide.json,0.522237,0.477763
587,Desipramine,result_trial_data_NCT04809974_CF_Desipramine.json,0.522234,0.477766
588,Carteolol,result_trial_data_NCT04809974_CF_Carteolol.json,0.522208,0.477792
589,Labetalol,result_trial_data_NCT04809974_CF_Labetalol.json,0.522206,0.477794
590,Molindone,result_trial_data_NCT04809974_CF_Molindone.json,0.522182,0.477818
591,Rivaroxaban,result_trial_data_NCT04809974_CF_Rivaroxaban.json,0.522179,0.477821
592,Famciclovir,result_trial_data_NCT04809974_CF_Famciclovir.json,0.522175,0.477825
593,Nafcillin,result_trial_data_NCT04809974_CF_Nafcillin.json,0.522171,0.477829
594,Dirithromycin,result_trial_data_NCT04809974_CF_Dirithromycin.json,0.522167,0.477833
595,Risperidone,result_trial_data_NCT04809974_CF_Risperidone.json,0.522162,0.477838
596,Torasemide,result_trial_data_NCT04809974_CF_Torasemide.json,0.522160,0.477840
597,Vildagliptin,result_trial_data_NCT04809974_CF_Vildagliptin.json,0.522155,0.477845
598,Nefazodone,result_trial_data_NCT04809974_CF_Nefazodone.json,0.522155,0.477845
599,Cetylpyridinium,result_trial_data_NCT04809974_CF_Cetylpyridinium.json,0.522151,0.477849
600,ATP,result_trial_data_NCT04809974_CF_ATP.json,0.522150,0.477850
601,Busulfan,result_trial_data_NCT04809974_CF_Busulfan.json,0.522149,0.477851
602,Lenvatinib,result_trial_data_NCT04809974_CF_Lenvatinib.json,0.522147,0.477853
603,Estradiol,result_trial_data_NCT04809974_CF_Estradiol.json,0.522139,0.477861
604,Pimozide,result_trial_data_NCT04809974_CF_Pimozide.json,0.522138,0.477862
605,Amcinonide,result_trial_data_NCT04809974_CF_Amcinonide.json,0.522129,0.477871
606,Sulfamethizole,result_trial_data_NCT04809974_CF_Sulfamethizole.json,0.522126,0.477874
607,Zafirlukast,result_trial_data_NCT04809974_CF_Zafirlukast.json,0.522118,0.477882
