cohort,file,drug_key
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,glucosamine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,glyburide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,glycerin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,glymidine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,gramicidin_d
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,granisetron
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,grepafloxacin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,griseofulvin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,guaifenesin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,guanabenz
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,halcinonide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,halofantrine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,haloprogin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,hexachlorophene
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,hexetidine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,homatropine_methylbr
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,hydralazine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,hydrochlorothiazide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,hydroflumethiazide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,hydroxocobalamin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,hydroxychloroquine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,hydroxyzine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,hyoscyamine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ibandronate
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ibrutinib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ibudilast
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ibuprofen
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,idarubicin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,idebenone
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,idelalisib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,idoxuridine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ifenprodil
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,imatinib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,imidapril
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,indacaterol
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,indapamide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,indoprofen
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,infigratinib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,insulin_human
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,iohexol
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,iopanoic_acid
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ioxaglic_acid
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ipragliflozin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ipratropium
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,iprindole
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,iproniazid
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,irinotecan
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,isoflurophate
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,isometheptene
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,isoniazid
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,isosorbide_dinitrate
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,isoxicam
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,isoxsuprine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,isradipine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,istradefylline
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,itraconazole
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ivacaftor
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ivermectin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ivosidenib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ixazomib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,kanamycin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ketoconazole
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ketorolac
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lacidipine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lactitol
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lactulose
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lamivudine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lanatoside_c
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lapatinib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,laropiprant
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lasmiditan
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lasofoxifene
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,latamoxef
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ledipasvir
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,leflunomide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lenalidomide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,leniolisib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lenvatinib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,letermovir
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,leucovorin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,levallorphan
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,levamlodipine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,levetiracetam
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,levocarnitine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,levofloxacin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,levonorgestrel
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,levorphanol
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,levothyroxine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lidocaine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lidoflazine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,linagliptin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lincomycin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,linezolid
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lisinopril
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lofepramine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lofexidine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lomefloxacin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lomitapide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lomustine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,loperamide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,loracarbef
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lorlatinib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,loxapine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lumacaftor
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lusutrombopag
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lypressin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,lysergic_acid_diethy
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,macimorelin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,macitentan
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,malathion
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,mannitol
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,masitinib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,mazindol
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,mebendazole
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,mebeverine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,mebhydrolin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,mecamylamine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,meclizine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,meclofenamic_acid
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,medroxyprogesterone_
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,mefenamic_acid
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,mefruside
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,megestrol_acetate
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,memantine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,meperidine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,mepivacaine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,meptazinol
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,mepyramine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,meropenem
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,mesalazine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,mestranol
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,metamizole
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,metaxalone
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,methapyrilene
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,methotrexate
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,methotrimeprazine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,methscopolamine_brom
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,methsuximide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,methyclothiazide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,methyl_salicylate
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,methylene_blue
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,methylergometrine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,methylprednisolone_a
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,methylprednisolone_h
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,methyprylon
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,methysergide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,metildigoxin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,metoclopramide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,metolazone
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,metronidazole
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,mexiletine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,mibefradil
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,miconazole
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,midostaurin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,migalastat
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,miglitol
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,miglustat
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,milnacipran
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,mirabegron
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,misoprostol
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,mizolastine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,moexipril
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,molsidomine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,momelotinib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,mometasone_furoate
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,moxidectin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,moxifloxacin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,moxisylyte
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,mupirocin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,muzolimine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nabumetone
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nafcillin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,naftifine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nalfurafine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nalmefene
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,naloxone
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,naltrexone
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,naproxen
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nateglinide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nedocromil
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nefazodone
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nefopam
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,neostigmine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,neratinib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,netilmicin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nicardipine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nicorandil
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nicotinamide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nicotine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nifedipine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nifurtimox
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nikethamide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nilotinib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nilutamide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nimodipine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nimorazole
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nintedanib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,niraparib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nisoldipine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nitazoxanide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nitrendipine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nizatidine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,norethindrone_enanth
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,norethynodrel
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,norfloxacin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,norgestimate
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,novobiocin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,nystatin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,obeticholic_acid
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ofloxacin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,olaparib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,olmutinib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,olodaterol
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,olsalazine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,omacetaxine_mepesucc
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,omadacycline
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ornidazole
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,orphenadrine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,osilodrostat
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,osimertinib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ouabain
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,oxacillin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,oxatomide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,oxazepam
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,oxybenzone
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,oxybuprocaine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,oxybutynin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,oxymetazoline
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,oxypertine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,oxyphenisatin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,oxytetracycline
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ozanimod
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,paclitaxel
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pacritinib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,palbociclib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,paliperidone
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,palonosetron
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,papaverine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pargyline
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pasireotide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pazopanib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pefloxacin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pemigatinib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pemoline
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,penciclovir
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,penfluridol
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pentamidine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pentostatin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,perampanel
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,perazine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,perhexiline
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,perindopril
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,permethrin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,perphenazine_enantha
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pexidartinib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,phenazopyridine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,phenethyl_isothiocya
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,phenformin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,phenobarbital
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,phensuximide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,phentermine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,phentolamine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,phenyl_aminosalicyla
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,phenytoin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,physostigmine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,picotamide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pilocarpine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pimozide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pinacidil
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pioglitazone
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,piperacillin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pirfenidone
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,piroxicam
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pirprofen
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pivampicillin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,polyethylene_glycol
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,polyvinyl_alcohol
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pomalidomide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ponatinib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,posaconazole
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,povidone
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pramocaine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pravastatin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,praziquantel
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,prazosin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,prednicarbate
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,prednisolone
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,prednisolone_acetate
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pregabalin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,prenylamine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,prilocaine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,procainamide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,prochlorperazine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,profenamine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,progesterone
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,proglumide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,proguanil
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,promazine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,promethazine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,propantheline
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,proparacaine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,proscillaridin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,proxyphylline
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,prucalopride
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pseudoephedrine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pyrantel
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pyrazinamide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pyridoxine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pyrimethamine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pyrithione
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,pyrvinium
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,quinacrine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,quinapril
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,quinethazone
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,quizartinib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,racecadotril
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,raloxifene
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ramatroban
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ranitidine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ranolazine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,regadenoson
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,regorafenib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,repaglinide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,rescinnamine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,reserpine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,result_trial_data_nct04809974
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,resveratrol
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ribavirin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ribociclib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,riboflavin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,rifabutin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,rifampicin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,rifapentine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,rilmenidine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,riociguat
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,risedronic_acid
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ritonavir
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,rocuronium
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,rofecoxib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,roflumilast
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,rolapitant
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,romidepsin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ropinirole
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,rosiglitazone
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,rotigotine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,roxadustat
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,roxithromycin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ruboxistaurin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,rucaparib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,rufinamide
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,ruxolitinib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,salbutamol
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,salicylic_acid
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,salmeterol
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,salsalate
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,saquinavir
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,scopolamine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,secnidazole
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,selegiline
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,selexipag
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,selinexor
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,selumetinib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,seratrodast
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,sertindole
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,silodosin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,sirolimus
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,sitagliptin
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,sitaxentan
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,sofosbuvir
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,sonidegib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,sorafenib
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,sparteine
NCT04809974,NCT04809974_avoid_secondary_guard_q20.csv,spectinomycin
